#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
statistical_table	sAMKyikIya_wAlikA#sAMKyikIya_wAlikA#noun#2#RM
statistical_year_book	sAMKyikIya_abxakoSa#sAMKyikIya_abxakoSa#noun#3#RM
statistics_and_method_branch	sAMKyikI_Ora_paxXawi_SAKA#sAMKyikI_Ora_paxXawi_SAKA#noun#4#RM
statistics_department	sAMKyikI_viBAga#sAMKyikI_viBAga#noun#2#RM
statistics_investigator	sAMKyikI_anveRaka#sAMKyikI_anveRaka#noun#2#RM
statistics_superintendent	sAMKyikI_aXIkRaka#sAMKyikI_aXIkRaka#noun#2#RM
status_channel	avasWiwi_praNAla#avasWiwi_praNAla#noun#2#RM
status_indicator	avasWiwi_sUcaka#avasWiwi_sUcaka#noun#2#RM
status_quo	yaWApUrva#yaWApUrva#noun#2#RM
status_register	avasWiwi_paMjI#avasWiwi_paMjI#noun#2#RM
status_report	sWiwi_riporta#sWiwi_riporta#noun#2#RM
status_reports	sWiwi_rapata#sWiwi_rapata#noun#2#RM
status_symbol	stetasa#stetasa#noun#2#RM
statute_book	kAnUna_puswikA#kAnUna_puswikA#noun#2#RM
statutory_authority	sAMviXiwaka_prAXikAra_AXikaraNaprAXikArI#sAMviXiwaka_prAXikAra_AXikaraNaprAXikArI#noun#2#RM
statutory_book	sAMviXika_puswaka#sAMviXika_puswaka#noun#2#RM
statutory_cash_reserve	sAMviXika_nakaxI_prArakRiwa#sAMviXika_nakaxI_prArakRiwa#noun#3#RM
statutory_charge	sAMviXika_praBAra#sAMviXika_praBAra#noun#2#RM
statutory_company	sAMviXika_kaMpanI#sAMviXika_kaMpanI#noun#2#RM
statutory_corporation	sAMviXika_nigama#sAMviXika_nigama#noun#2#RM
statutory_declaration	sAMviXika_xoRaprA#sAMviXika_xoRaprA#noun#2#RM
statutory_deduction	sAMviXika_katOwI#sAMviXika_katOwI#noun#2#RM
statutory_duties	sAMviXika_karwavya#sAMviXika_karwavya#noun#2#RM
statutory_functions	sAMviXika_kArya#sAMviXika_kArya#noun#2#RM
statutory_grants	sAMviXika_anuxAna#sAMviXika_anuxAna#noun#2#RM
statutory_liquidity_ratio	sAMviXika_cala_niXi_anupAwa#sAMviXika_cala_niXi_anupAwa#noun#3#RM
statutory_meeting	sAMviXika_bETaka#sAMviXika_bETaka#noun#2#RM
statutory_meetings	sAMviXika_bETaka#sAMviXika_bETaka#noun#2#RM
statutory_modification	sAMviXika_pariSoXana#sAMviXika_pariSoXana#noun#2#RM
statutory_obligation	sAMviXika_xAyiwva#sAMviXika_xAyiwva#noun#2#RM
statutory_offence	niyama_sWApiwa_aparAXa#niyama_sWApiwa_aparAXa#noun#2#RM
statutory_offense	niyama_sWApiwa_aparAXa#niyama_sWApiwa_aparAXa#noun#2#RM
statutory_orders	sAMviXika_AxeSa#sAMviXika_AxeSa#noun#2#RM
statutory_rape	nAbAliga_ladZakI_ke_sAWa_anEwika_avEXAnika_lEMgika_kriyA#nAbAliga_ladZakI_ke_sAWa_anEwika_avEXAnika_lEMgika_kriyA#noun#2#RM
statutory_regulation	sAMviXika_viniyama#sAMviXika_viniyama#noun#2#RM
statutory_report	sAMviXika_riporta#sAMviXika_riporta#noun#2#RM
statutory_reserve_fund	sAMviXika_prArakRiwa_niXi#sAMviXika_prArakRiwa_niXi#noun#3#RM
statutory_responsibility	sAMviXika_uwwraxAyiwva#sAMviXika_uwwraxAyiwva#noun#2#RM
statutory_rule	sAMviXika_niyama#sAMviXika_niyama#noun#2#RM
statutory_statement	sAMviXika_vivaraNa#sAMviXika_vivaraNa#noun#2#RM
stave_in	Cexa_kara_xenA#Cexa_kara_xenA#noun#2#RM
stave_off	kisI_burI_cIjZa_ko_svayaM_se_xUra_raKanA#kisI_burI_cIjZa_ko_svayaM_se_xUra_raKanA#noun#2#RM
stay_behind	pICe_raha_jAnA#pICe_raha_jAnA#noun#2#RM
stay_in	aMxara_hI_rahanA#aMxara_hI_rahanA#noun#2#RM
stay_order	roka_AxeSa#roka_AxeSa#noun#2#RM
stay_out	bAhara_rahanA#bAhara_rahanA#noun#2#RM
stay_the_course	kaTina_pariSrama_ke_aMwa_waka_jAnA#kaTina_pariSrama_ke_aMwa_waka_jAnA#noun#3#RM
stay_up	jAge_rahanA#jAge_rahanA#noun#2#RM
steak_house	mAzsAhArI_BojanAlaya#mAzsAhArI_BojanAlaya#noun#2#RM
stealth_virus	gupwa_vAyarasa#gupwa_vAyarasa#noun#2#RM
steam_bath	vARpa_snAna#vARpa_snAna#noun#2#RM
steam_boat	BApa_cAliwa_nAva#BApa_cAliwa_nAva#noun#2#RM
steam_chest	BApa_prakoRTa#BApa_prakoRTa#noun#2#RM
steam_coal	stIma_koyalA#stIma_koyalA#noun#2#RM
steam_cone	BApa_SaMku#BApa_SaMku#noun#2#RM
steam_driver	BApa_drAivara#BApa_drAivara#noun#2#RM
steam_engine	BApa_se_calane_vAlA_iMjana#BApa_se_calane_vAlA_iMjana#noun#2#RM
steam_fitting	vARpa_saMXAna#vARpa_saMXAna#noun#2#RM
steam_iron	BApa_se_calane_vAlI_iswrI#BApa_se_calane_vAlI_iswrI#noun#2#RM
steam_off	BApa_se_nikAlaxenA#BApa_se_nikAlaxenA#noun#2#RM
steam_operator	BApa_pracAlaka#BApa_pracAlaka#noun#2#RM
steam_roller	BApa_cAliwa_rolara#BApa_cAliwa_rolara#noun#2#RM
steam_ship	BApa_cAliwa_jZahAjZa#BApa_cAliwa_jZahAjZa#noun#2#RM
steam_shovel	BApa_cAliwa_belacA#BApa_cAliwa_belacA#noun#2#RM
steam_train	BApa_cAliwa_rela#BApa_cAliwa_rela#noun#2#RM
steamer_clerk	stImara_klarka#stImara_klarka#noun#2#RM
steamer_fire_engine_operator	stImara_PAyara_iMjana_oYparetara#stImara_PAyara_iMjana_oYparetara#noun#4#RM
steamer_fitter	stImara_Pitara#stImara_Pitara#noun#2#RM
steamship_company	BApa_powa_kampanI#BApa_powa_kampanI#noun#2#RM
steel_authority_of_india_limited	BArawIya_ispAwa_prAXikaraNa_limiteda#BArawIya_ispAwa_prAXikaraNa_limiteda#noun#2#RM
steel_band	Dola_bajAnevAloM_kA_samUha#Dola_bajAnevAloM_kA_samUha#noun#2#RM
steel_blue	ispAwI_nIlA#ispAwI_nIlA#noun#2#RM
steel_can	stIla_kA_dibbA#stIla_kA_dibbA#noun#2#RM
steel_company	ispAwa_kampanI#ispAwa_kampanI#noun#2#RM
steel_controller	ispAwa_niyaMwraka#ispAwa_niyaMwraka#noun#2#RM
steel_department	ispAwa_viBAga#ispAwa_viBAga#noun#2#RM
steel_engraving	stIla_nakkASI#stIla_nakkASI#noun#2#RM
steel_inspector	ispAwa_nirIkRaka#ispAwa_nirIkRaka#noun#2#RM
steel_shortage	ispAw_kI_kamI#ispAw_kI_kamI#noun#2#RM
steel_wool	ispAwa_kI_pawalI_wAreM#ispAwa_kI_pawalI_wAreM#noun#2#RM
steep_cutting	KadZI_caDZAI_para_kA_rAswA#KadZI_caDZAI_para_kA_rAswA#noun#2#RM
steep_drop	KadZI_DalAna#KadZI_DalAna#noun#2#RM
steer_roping	bEla_ko_pakadZanA#bEla_ko_pakadZanA#noun#2#RM
steering_committee	saMcAlana_samiwi#saMcAlana_samiwi#noun#2#RM
stem_blight	wanA_aMgamArI#wanA_aMgamArI#noun#2#RM
stem_canker	wane_kA_nAsUra#wane_kA_nAsUra#noun#2#RM
stench_bomb	xurganXakArI_bama#xurganXakArI_bama#noun#2#RM
steno_typist	steno_tAipista#steno_tAipista#noun#2#RM
step_brother	sOwelA_BAI#sOwelA_BAI#noun#2#RM
step_child	sOwelA_baccA#sOwelA_baccA#noun#2#RM
step_daughter	sOwelI_bahana#sOwelI_bahana#noun#2#RM
step_father	sOwelA_bApa#sOwelA_bApa#noun#2#RM
step_ladder	sIDZI#sIDZI#noun#2#RM
step_parent	sOwele_mAz-bApa#sOwele_mAz-bApa#noun#2#RM
step_sister	sOwelI_bahana#sOwelI_bahana#noun#2#RM
step_size	sopAna_sAija#sopAna_sAija#noun#2#RM
step_son	sOwelA_betA#sOwelA_betA#noun#2#RM
stepped_up_effort	Upara_uTane_ke_prayAsa#Upara_uTane_ke_prayAsa#noun#3#RM
stepping_stone	pEra_raKane_kA_pawWara#pEra_raKane_kA_pawWara#noun#2#RM
steps_may_be_taken	kaxama_uTAe_jAez#kaxama_uTAe_jAez#noun#4#RM
stereo_maker	stIriyo_nirmAwA#stIriyo_nirmAwA#noun#2#RM
stereo_typer	stIriyo_tAipara#stIriyo_tAipara#noun#2#RM
sterling_balance	pOMda_pAvanA#pOMda_pAvanA#noun#2#RM
sterling_investment_account	starliMga_niveSa_leKA#starliMga_niveSa_leKA#noun#3#RM
sterling_transactions	starliMga_lena_xena#starliMga_lena_xena#noun#2#RM
sterlization_room	visaMkramapra_kakRa#visaMkramapra_kakRa#noun#2#RM
stern_action	kaTora_kArravAWa#kaTora_kArravAWa#noun#2#RM
stern_chaser	jahAja_ke_BAga_kI_nakkASI_karane_vAlA#jahAja_ke_BAga_kI_nakkASI_karane_vAlA#noun#2#RM
stick_cinnamon	CAla_xAlacInI#CAla_xAlacInI#noun#2#RM
stick_insect	lakadZInumA_kIdZA#lakadZInumA_kIdZA#noun#2#RM
sticky_advances	avaruxXa_aprApya_agrima#avaruxXa_aprApya_agrima#noun#2#RM
sticky_bun	cipacipA_pAva#cipacipA_pAva#noun#2#RM
still_birth	mqwaSiSu_janana#mqwaSiSu_janana#noun#2#RM
still_born	marA_huA_pExA#marA_huA_pExA#noun#2#RM
still_hunt	mOja_maswI_ke_lie_SikAra#mOja_maswI_ke_lie_SikAra#noun#2#RM
still_more	Ora_aXika#Ora_aXika#noun#2#RM
still_video	acala_ciwra#acala_ciwra#noun#2#RM
stink_bell	baxabU_kI_GaMtI#baxabU_kI_GaMtI#noun#2#RM
stink_bomb	baxabUxAra_bama#baxabUxAra_bama#noun#2#RM
stinking_cedar	baxabUvAlA_xevaxAra#baxabUvAlA_xevaxAra#noun#2#RM
stinking_clover	baxabUwAra_wipawiyA#baxabUwAra_wipawiyA#noun#2#RM
stinking_elder	ciDZa-ciDZA_bujurga#ciDZa-ciDZA_bujurga#noun#2#RM
stipulated_damages	anubaxXa_harjAnA#anubaxXa_harjAnA#noun#2#RM
stipulated_date	niyawa_wiWi#niyawa_wiWi#noun#2#RM
stipulated_date_of_completion	samApana#samApana#noun#2#RM
stipulated_in_the_schedule	kAryakrama#kAryakrama#noun#4#RM
stipulated_time_limit	anubaMXiwa_samaya_sImA#anubaMXiwa_samaya_sImA#noun#3#RM
stipulation_as_to_time	samaya_ke_bAre_meM_anubaMXa_Sarwa#samaya_ke_bAre_meM_anubaMXa_Sarwa#noun#4#RM
stitch_up	XoKA_xenA#XoKA_xenA#noun#2#RM
stochastic_automata	prasaMBAvya_svacala_prArUpa#prasaMBAvya_svacala_prArUpa#noun#2#RM
stock_and_share	stAka_Ora_Seyara#stAka_Ora_Seyara#noun#3#RM
stock_appreciation	stAka_mUlya_vqxXi#stAka_mUlya_vqxXi#noun#2#RM
stock_assistant	stoYka_sahAyaka#stoYka_sahAyaka#noun#2#RM
stock_balance	bAkI_stAka#bAkI_stAka#noun#2#RM
stock_book	stAka_bahI#stAka_bahI#noun#2#RM
stock_book_rate	stAka_bahI_xara#stAka_bahI_xara#noun#3#RM
stock_breeder	paSupAlaka#paSupAlaka#noun#2#RM
stock_broker	stAka_xalAla_arokara#stAka_xalAla_arokara#noun#2#RM
stock_car	stAka_kAra#stAka_kAra#noun#2#RM
stock_certificate	Seyara_pramANapawra#Seyara_pramANapawra#noun#2#RM
stock_clerk	stoYka_klarka#stoYka_klarka#noun#2#RM
stock_closing	anwima_stAka#anwima_stAka#noun#2#RM
stock_company	stAka_kampanI#stAka_kampanI#noun#2#RM
stock_control	stAka_niyaMwraNa#stAka_niyaMwraNa#noun#2#RM
stock_depreciation	stAka_mUlyahqAsa#stAka_mUlyahqAsa#noun#2#RM
stock_dividend	mUlaXana_lABAMSa#mUlaXana_lABAMSa#noun#2#RM
stock_holder	stoYkaXArI#stoYkaXArI#noun#2#RM
stock_in_process	prakriyAgawa_stAka_aAla#prakriyAgawa_stAka_aAla#noun#3#RM
stock_in_trade	BaMdAra_mAla#BaMdAra_mAla#noun#3#RM
stock_issues	stAka_nirgama#stAka_nirgama#noun#2#RM
stock_keeper	stoYkapAla#stoYkapAla#noun#2#RM
stock_limit	stAka_sImA#stAka_sImA#noun#2#RM
stock_list	stAka_sUcI#stAka_sUcI#noun#2#RM
stock_management	BaNdAra_prabaMXana#BaNdAra_prabaMXana#noun#2#RM
stock_option	pUMjI_vikalpa#pUMjI_vikalpa#noun#2#RM
stock_position	stAka_sWiwi#stAka_sWiwi#noun#2#RM
stock_purchase_register	mAla#mAla#noun#3#RM
stock_rate	stAka_xara#stAka_xara#noun#2#RM
stock_receipts	mAla_atAka_prApwiyAM#mAla_atAka_prApwiyAM#noun#2#RM
stock_screening_package	pUMEYjI_parIkRaNa_pEkeja#pUMEYjI_parIkRaNa_pEkeja#noun#3#RM
stock_taking	stAka_kI_jAzca#stAka_kI_jAzca#noun#2#RM
stock_turnover_ratio	stAka_Avarwa_anupAwa#stAka_Avarwa_anupAwa#noun#3#RM
stock_unified	ekIkqwa_stAka#ekIkqwa_stAka#noun#2#RM
stock_valuation	mAla_atAka_mUlyana#mAla_atAka_mUlyana#noun#2#RM
stock_verification	stAka#stAka#noun#2#RM
stock_verifier	stoYka_sawyApaka#stoYka_sawyApaka#noun#2#RM
stock_warrant	stAka_aXipawra#stAka_aXipawra#noun#2#RM
stomach_ache	petaxarxa#petaxarxa#noun#2#RM
stone_age	pARANa_kAla#pARANa_kAla#noun#2#RM
stone_breaker	pawWara_wodZane_vAlA#pawWara_wodZane_vAlA#noun#2#RM
stone_cold	pUrNawayA_TaMdA#pUrNawayA_TaMdA#noun#2#RM
stone_dead	pUrNawayA_nirjIva#pUrNawayA_nirjIva#noun#2#RM
stone_deaf	bilkula_baharA#bilkula_baharA#noun#2#RM
stone_drill	pawWara_beXanI#pawWara_beXanI#noun#2#RM
stone_washed	kapadZA_viSeRa#kapadZA_viSeRa#noun#2#RM
stony_coral	saKwa_mUzgA#saKwa_mUzgA#noun#2#RM
stony_ground	paWarIlI_jamIna#paWarIlI_jamIna#noun#2#RM
stool_pigeon	PasAnevAlA_vyakwi#PasAnevAlA_vyakwi#noun#2#RM
stoop_to	haxa_se_giranA#haxa_se_giranA#noun#2#RM
stop_and_wait_flow_control	virAma_Ora_prawIkRA_pravAha#virAma_Ora_prawIkRA_pravAha#noun#5#RM
stop_and_wait_protocol	virAma_Ora_prawaikRA_protokoYla#virAma_Ora_prawaikRA_protokoYla#noun#4#RM
stop_character	virAma_saMprawIka#virAma_saMprawIka#noun#2#RM
stop_cheque	ceka_kA_BugawAna_rokanA#ceka_kA_BugawAna_rokanA#noun#2#RM
stop_code	virAma_kUta#virAma_kUta#noun#2#RM
stop_gap	aMwarakAlIna#aMwarakAlIna#noun#2#RM
stop_indicator	roka_sUcaka#roka_sUcaka#noun#2#RM
stop_instruction	virAma_anuxeSa#virAma_anuxeSa#noun#2#RM
stop_key	virAma_kuMjI#virAma_kuMjI#noun#2#RM
stop_light	lAla-bawwI#lAla-bawwI#noun#2#RM
stop_loop	virAma_pASa#virAma_pASa#noun#2#RM
stop_loss_price	hAni_roXa_kImawa#hAni_roXa_kImawa#noun#3#RM
stop_over	TaharanA#TaharanA#noun#2#RM
stop_press	Capawe-Capawe#Capawe-Capawe#noun#2#RM
stop_signal	virAma_saMkewa#virAma_saMkewa#noun#2#RM
stop_talking	bAweM_banxa_kIjiye#bAweM_banxa_kIjiye#noun#1#WM
stop_time	virAma_kAla#virAma_kAla#noun#2#RM
stop_watch	virAma_GadZI#virAma_GadZI#noun#2#RM
stopgap_arrangement	kAmacalAU_vyavasWA#kAmacalAU_vyavasWA#noun#2#RM
stoppage_in_transit	mArga_meM_rokanA#mArga_meM_rokanA#noun#3#RM
stopping_train	sWAnIya_rela#sWAnIya_rela#noun#2#RM
storage_allocation	BaMdAraNa_niyawana#BaMdAraNa_niyawana#noun#2#RM
storage_and_inspection_directorate	BaMdAraNa_Ora_nirIkRaNa_nixeSAlaya#BaMdAraNa_Ora_nirIkRaNa_nixeSAlaya#noun#4#RM
storage_area	saMgrahaNa_kRewra#saMgrahaNa_kRewra#noun#2#RM
storage_battery	saMcAyaka#saMcAyaka#noun#2#RM
storage_butteries	saMcAyaka_atoreja_vEtariyAM#saMcAyaka_atoreja_vEtariyAM#noun#2#RM
storage_capacity	BaMdAraNa_kRamawA_AaMcayana_kRamawA#BaMdAraNa_kRamawA_AaMcayana_kRamawA#noun#2#RM
storage_cell	saMgraha_koSA#saMgraha_koSA#noun#2#RM
storage_chamber	goxAma#goxAma#noun#2#RM
storage_charges	BaMdAraNa_praBAra#BaMdAraNa_praBAra#noun#2#RM
storage_device	BaMdAraNa_yukwi#BaMdAraNa_yukwi#noun#2#RM
storage_flip_flop	BaMdAraNa_PlipaCaPloYpa#BaMdAraNa_PlipaCaPloYpa#noun#3#RM
storage_fragmentation	BaMdAraNa_KaMdana#BaMdAraNa_KaMdana#noun#2#RM
storage_heater	saMcAyaka_wApaka#saMcAyaka_wApaka#noun#2#RM
storage_hierarchy	BaMdAraNa_paxAnukrama#BaMdAraNa_paxAnukrama#noun#2#RM
storage_officer	BaMdAraNa_aXikArI#BaMdAraNa_aXikArI#noun#2#RM
storage_rate	BaMdAraNa_xara#BaMdAraNa_xara#noun#2#RM
storage_register	BaMdAraNa_rajistara#BaMdAraNa_rajistara#noun#2#RM
storage_space	BaMdAraNa_sWAna#BaMdAraNa_sWAna#noun#2#RM
storage_tank	saMgrahaNa_taMkI#saMgrahaNa_taMkI#noun#2#RM
store_account	BaMdAra_leKA#BaMdAra_leKA#noun#2#RM
store_and_forward_system	BaMdAraNa_waWA_agreRaNa_praNAlI#BaMdAraNa_waWA_agreRaNa_praNAlI#noun#4#RM
store_and_tool_keeper	BaMdAra_Ora_OjZAra_rakRaka#BaMdAra_Ora_OjZAra_rakRaka#noun#4#RM
store_assistant_selection_grade	BaMdAra_sahAyaka#BaMdAra_sahAyaka#noun#4#RM
store_brand	stora_brEnda#stora_brEnda#noun#2#RM
store_delivery_sircar	BaMdAra_supurxagI_sarakAra#BaMdAra_supurxagI_sarakAra#noun#3#RM
store_delivery_van	stora_viwaraNa_yAna#stora_viwaraNa_yAna#noun#3#RM
store_employee	goxAma_karmacArI#goxAma_karmacArI#noun#2#RM
store_house	BaNdAra#BaNdAra#noun#2#RM
store_house_inspection	mAla_goxAma_kA_nirIkRaNa#mAla_goxAma_kA_nirIkRaNa#noun#3#RM
store_houseman	BaMdAra_vAlA#BaMdAra_vAlA#noun#2#RM
store_inspector	BaMdAra_nirIkRaka#BaMdAra_nirIkRaka#noun#2#RM
store_issuer	BaMdAra_jArIkarwA#BaMdAra_jArIkarwA#noun#2#RM
store_keeper	BaMdArI#BaMdArI#noun#2#RM
store_record_card	BaMdAra_aiBaleKa_kArda#BaMdAra_aiBaleKa_kArda#noun#3#RM
store_register	BaMdAra_rajistara#BaMdAra_rajistara#noun#2#RM
store_room	BaMdAra_kamarA#BaMdAra_kamarA#noun#2#RM
store_sales	stora_xvArA_bikrI#stora_xvArA_bikrI#noun#2#RM
store_survey	BaMdAra_sarvekRaNa#BaMdAra_sarvekRaNa#noun#2#RM
store_van_clerk	BaMdAra_yAna_klarka#BaMdAra_yAna_klarka#noun#3#RM
stored_program	BaMdAriwa_kramAxeSa#BaMdAriwa_kramAxeSa#noun#2#RM
stored_program_computer	BaMdAriwa_kramAxeSa_aBikaliwra#BaMdAriwa_kramAxeSa_aBikaliwra#noun#3#RM
stored_program_control	BaMdAriwa_kramAxeSa_niyaMwraNa#BaMdAriwa_kramAxeSa_niyaMwraNa#noun#3#RM
stored_routine	BaMdAriwa_nemakA#BaMdAriwa_nemakA#noun#2#RM
stores_audit_section	BaMdAra_leKAparIkRA_anuBAga#BaMdAra_leKAparIkRA_anuBAga#noun#3#RM
stores_chaser	BaMdAra_cejZara#BaMdAra_cejZara#noun#2#RM
stores_holdings	BaNdAroM_kI_XAriwA#BaNdAroM_kI_XAriwA#noun#2#RM
stores_imprest_inspector	BaMdAra_agraxAya_nirIkRaka#BaMdAra_agraxAya_nirIkRaka#noun#3#RM
stores_issued_book	jAvaka_BaMdAra_bahI#jAvaka_BaMdAra_bahI#noun#3#RM
stores_officer	BaMdAra_aXikArI#BaMdAra_aXikArI#noun#2#RM
stores_purchase_rules	stora_kraya_niyama#stora_kraya_niyama#noun#3#RM
stores_received_book	Avaka_BaMdAra_bahI#Avaka_BaMdAra_bahI#noun#3#RM
stores_representative	BaMdAra_prawiniXi#BaMdAra_prawiniXi#noun#2#RM
storge_space	BaMdAraNa_sWAna#BaMdAraNa_sWAna#noun#2#RM
storm_cellar	AzXI_kakRa#AzXI_kakRa#noun#2#RM
storm_center	AzXI_kenxra#AzXI_kenxra#noun#2#RM
storm_centre	AzXI_kenxra#AzXI_kenxra#noun#2#RM
storm_cloud	wUPZAnI_bAxala#wUPZAnI_bAxala#noun#2#RM
storm_cone	wUPZAna_SaMku#wUPZAna_SaMku#noun#2#RM
story_book	kahAnI_kI_puswaka#kahAnI_kI_puswaka#noun#2#RM
story_idea	kahAnI_kI_kalpanA#kahAnI_kI_kalpanA#noun#2#RM
story_teller	kaWAvAcaka#kaWAvAcaka#noun#2#RM
stove_bolt	stova_kA_peMca#stova_kA_peMca#noun#2#RM
straight_and_narrow	spaRtavAxI#spaRtavAxI#noun#3#RM
straight_angle	180_digrI_kA_koNa#180_digrI_kA_koNa#noun#2#RM
straight_arch	sIXI_meharAba#sIXI_meharAba#noun#2#RM
straight_arrow	sIXA_wIra#sIXA_wIra#noun#2#RM
straight_away	sIXA#sIXA#noun#2#RM
straight_chain	sIXI_cena#sIXI_cena#noun#2#RM
straight_chair	sIXI_kursI#sIXI_kursI#noun#2#RM
straight_line	sarala_reKA#sarala_reKA#noun#2#RM
straight_ticket	xala_kA_aparivarwiwa_kAryakrama#xala_kA_aparivarwiwa_kAryakrama#noun#2#RM
straightened_folder	sIXA_Poldara#sIXA_Poldara#noun#2#RM
strait_and_narrow	spaRtavAxI#spaRtavAxI#noun#3#RM
strait_laced	nEwika_praSnoM_ke_prawi_watasWa_xqRtikoNavAlA#nEwika_praSnoM_ke_prawi_watasWa_xqRtikoNavAlA#noun#2#RM
strangely_enough	AScarya_kI_bAwa#AScarya_kI_bAwa#noun#2#RM
strassen_algorithm	strAsena_elgoriWma#strAsena_elgoriWma#noun#2#RM
strategic_factor	nirprAyaka_kAraka#nirprAyaka_kAraka#noun#2#RM
strategic_intelligence	yuxXa_kOSala_saMbaMXI_sUcanA#yuxXa_kOSala_saMbaMXI_sUcanA#noun#2#RM
stratified_sampling	swariwa_namUnA#swariwa_namUnA#noun#2#RM
straw_coloured	pIlA_raMga#pIlA_raMga#noun#2#RM
strawberry_bush	stroYbErI_kI_JAdZI#stroYbErI_kI_JAdZI#noun#2#RM
stream_bed	XArA_wala#XArA_wala#noun#2#RM
street_address	strIta_kA_pawA#strIta_kA_pawA#noun#2#RM
street_ahead	sabase_bahawara#sabase_bahawara#noun#2#RM
street_car	trAzma#trAzma#noun#2#RM
street_cleaner	sadZaka_sAPZa_karane_vAlA#sadZaka_sAPZa_karane_vAlA#noun#2#RM
street_clothes	sadZaka_ke_kapade#sadZaka_ke_kapade#noun#2#RM
street_delivery	xara_supurxagI#xara_supurxagI#noun#2#RM
street_smart	badZe_Sahara_kI_muSkiloM_se_pariciwa#badZe_Sahara_kI_muSkiloM_se_pariciwa#noun#2#RM
street_theater	nukkadZa_nAtaka#nukkadZa_nAtaka#noun#2#RM
street_value	anEwika_vaswuoM_kA_mUlya#anEwika_vaswuoM_kA_mUlya#noun#2#RM
street_walker	veSyA#veSyA#noun#2#RM
street_wise	badZe_Sahara_kI_muSkiloM_se_pariciwa#badZe_Sahara_kI_muSkiloM_se_pariciwa#noun#2#RM
stretch_marks	KAla_KIMcane_se_padZane_vAle_niSAna#KAla_KIMcane_se_padZane_vAle_niSAna#noun#2#RM
stretcher_bearer	strecara_vAhaka#strecara_vAhaka#noun#2#RM
strike_breaker	hadZawAla_wodZanevAlA#hadZawAla_wodZanevAlA#noun#2#RM
strike_general	sAmAnya_ama_hadZawAla#sAmAnya_ama_hadZawAla#noun#2#RM
strike_insurace	hadZawAla_bImA#hadZawAla_bImA#noun#2#RM
strike_lightening	wawkAla_hadZawAla#wawkAla_hadZawAla#noun#2#RM
strike_notice	hadZawAla_notisa_aUcanA#hadZawAla_notisa_aUcanA#noun#2#RM
strike_off_the_name	nAma_kAta_xenA#nAma_kAta_xenA#noun#4#RM
strike_pay	hadZawAla_vewana#hadZawAla_vewana#noun#2#RM
string_bean	PZrAMsIsI_sema#PZrAMsIsI_sema#noun#2#RM
string_data	rajju_AMEYkadZA#rajju_AMEYkadZA#noun#2#RM
string_data_type	pEYkwi_AEYkadA_prakAra#pEYkwi_AEYkadA_prakAra#noun#3#RM
string_floppy	rajju_PloYpI#rajju_PloYpI#noun#2#RM
string_sorting	rajju_SoYtana#rajju_SoYtana#noun#2#RM
string_variable	rajju_cara#rajju_cara#noun#2#RM
strip_mining	KulI_KAna_se_koyalA_yA_kaccI_XAwu_nikAlanA#KulI_KAna_se_koyalA_yA_kaccI_XAwu_nikAlanA#noun#2#RM
striped_bass	XArIxAra_samuxrI_maCalI#XArIxAra_samuxrI_maCalI#noun#2#RM
striped_dogwood	XArIxAra_doYgavuda#XArIxAra_doYgavuda#noun#2#RM
striped_drum	lakIraxAra_Dola#lakIraxAra_Dola#noun#2#RM
strobe_light	jalxI_jalxI_jalane_buJanevAlI_roSanI#jalxI_jalxI_jalane_buJanevAlI_roSanI#noun#2#RM
strong_arm	balapUrvaka#balapUrvaka#noun#2#RM
strong_belief	xqDa_viSvAsa#xqDa_viSvAsa#noun#2#RM
strong_box	wijZorI#wijZorI#noun#2#RM
strong_breeze	wejZa_havA#wejZa_havA#noun#2#RM
strong_drink	naSIlA_peya#naSIlA_peya#noun#2#RM
strong_hold	kenxra#kenxra#noun#2#RM
strong_man	nirBIka_praSAsaka#nirBIka_praSAsaka#noun#2#RM
strong_minded	majZabUwa_saMkalpa#majZabUwa_saMkalpa#noun#2#RM
strong_room	wijZorI#wijZorI#noun#2#RM
structural_engineer	saMracanA_aiBayaMwA#saMracanA_aiBayaMwA#noun#2#RM
structure_of_arrays	saraNI_saMracanA#saraNI_saMracanA#noun#1#RM
structured_coding	saMraciwa_kUtaleKana#saMraciwa_kUtaleKana#noun#2#RM
structured_interview	saMraciwa_sAkRAwkAra#saMraciwa_sAkRAwkAra#noun#2#RM
structured_pay	saMraciwa_vewana#saMraciwa_vewana#noun#2#RM
structured_program	saMraciwa_progrAma#saMraciwa_progrAma#noun#2#RM
structured_programming	saMraciwa_wakramAxeSana#saMraciwa_wakramAxeSana#noun#2#RM
stub_network	TUMTa_saMjAla#TUMTa_saMjAla#noun#2#RM
stuck_up	Pazsa_jAnA#Pazsa_jAnA#noun#2#RM
student_aid	CAwra_sahAyawA#CAwra_sahAyawA#noun#2#RM
student_day	CAwra_xivasa#CAwra_xivasa#noun#2#RM
student_loan	CAwra_qNa#CAwra_qNa#noun#2#RM
student_nurse	CAwra_paricArikA#CAwra_paricArikA#noun#2#RM
student_protest	CAwra_viroXa#CAwra_viroXa#noun#2#RM
studio_apartment	stUdio_vAlA_makAna#stUdio_vAlA_makAna#noun#2#RM
