ecclesiastic commissioner	carca_kamiSnara
installation officer	saMsWApana_aXikArI
installation time	aXiRTApana_kAla
installed capacity	saMsWApiwa_kRamawA
installment sales method	kiswa_bikrI_paxXawi
instalment bond	kiswa_bAMda_aaMXapawra
instalment credit	kiswa_uXAra_apra
instalment payment	kiSwa_axAyagI
instalment sales	kiswa_bikrI
instalment system	kiSwa_praprAlI
instantaneous check	wAwkAlika_jAMca
instead of	kI_jagaha_meM
institute for the physically handicapped	vikalAMga_jana_saMsWAna
institute of criminology and forensic science	aparAXa_evaM_nyAyAlayika_vijFAna_saMsWAna
institute of nuclear medicine and allied sciences	nyUklIya_ORaXi_waWA_saMbaxXa_vijFAna_saMsWAna
institute of physiology	SarIrakriyA_vijFAna_saMsWAna
institutional base	saMsWAgawa_AXAra
institutional economics	sAMsWAnika_aaMsWAgawa_arWavyavasWA
institutional investor	saMsWAgawa_niveSakarwA
instruction address register	anuxeSa_pawA_pUMjI
instruction book	nirxeSa_puswikA
instruction counter	anuxeSa_gaNaka
instruction cycle	anuxeSa_cakra
instruction length code	anuxeSa_viswAra_kUta
instruction queue	anuxeSa_paMkwi
instruction register	anuxeSa_paMjI
instruction set	anuxeSa_samuccaya
instructions are solicited	lagAwAra
instructor captain	iMstraktara_kEptena
instructor commander	iMstraktara_kamAMdara
instructor lieutenant commander	iMstraktara_lePtineMta_kamAMdara
instructor lieutenant	iMstraktara_lePtineMta
instructor of programmes	kAryakrama_anuxeSaka
instructor officer	iMstraktara_aPZasara
instrument flying	yaMwroM_xvArA_havAIjahAjZa_kA_saMcAla
instrument inspector	yaMwra_nirIkRaka
instrument landing	yAMwrika_havAI_jahAja_uwAra
instrument mechanic	yaMwra_mekEnika
instrument player	vAxya-yaMwra_vAxaka
instrument repairer	yaMwra_miswrI
instrument tester	yaMwra_parIkRaka
instrumental case	vAxya_saMgIwa_kesa
instrumental conditioning	sahAyaka_anukUlana
instrumental music	vAxya_saMgIwa
insulating tape	vixyuwa_avaroXI_pattI
insurance account	bImA_leKA
insurance agent	bImA_prawiniXi
insurance broker	bImA_xalAla
insurance charges	bImA_praBAra
insurance claim	bImA_xAvA
insurance company	bImA_kampanI
insurance cover	bImA_rakRA
insurance division	bImA_praBAga
insurance fund account	bImA_niXi_leKA
insurance money	bImA_Xana
insurance officer	bImA_aXikArI
insurance policy system	bImA_pAlisI_praprAlI
insurance policy	bImA_yojanA
insurance premium	bIme_kI_kiswa
insurance salesman	bImA_vikrewA
insured amount	bImAkqwa_rakama_aASi
insured bank	bImAkqwa_bEMka
insured letter	bImA_kiyA_huA_pawra
insured on rail	anya_bAwoM_ke_sAWa
insurgency ridden	vixroha_pUrNa
intake certificates	anwargrahaNa_pramANa_pawra
intangible asset	aspaRta_parisampawwi
intangible assets	agocara_amUrwa_parisaMpwwiyAM_MswiyAM
intangible nature	agocara_amUrwa_prakAra
integer constant	pUrNAMka_acara
integer programming	pUrNAka_progrAmana
integer variable	pUrNAka_cara
integral accounts	samAkaliwa_leKe
integral calculus	samAkalana_gaNiwa
integrate finance division	ekIkqwa_viwwa_praBAga
integrated and intensified approach	samekiwa_Ora_wIvra_iRtakopra
integrated circuit	samanviwa_sarakita
integrated communication adapter	ekIkqwa_saMcAra_anukulaka
integrated credit system	ekIkqwa_sAKa_praprAlI
integrated credit	ekIkqwa_sAKa
integrated data processing	ekIkqwa_AEYMkadZA_saMsAXana
integrated emulator	ekIkqwa_yaMwrAnukArI
integrated finance	ekIkqwa_vwwi
integrated foresty school	samAkaliwa_vana_vixyAlaya
integrated modem	ekIkqwa_mOYdema
integrated rural development	samekiwa_aamanviwa_grAmINa_vikAsa
integration and development fund	ekIkaraNa_Ora_vikAsa_niXi
integrity and credit worthiness of the borrower	qNa_lene_vAle_kI_WamAnaxArI_Ora_uXAra_pAwrawA
integrity of borrower	qNakarwA_kI_WamAnaxArI
intelligence activity	gupwacara_kAryakalApa
intelligence agent	KuPZiyA_viBAga_prawiniXi
intelligence analyst	buxXi_viSleRaka
intelligence and investigation unit	AsUcanA_evaM_anveRapra_yUnita
intelligence briefing	gupwavArwA_vivaraNa
intelligence bureau	AsUcanA_byUro
intelligence effort	gupwavArwA_prayAsa
intelligence officer	AsUcanA_aXikArI
intelligence operation	Sawru_ke_bAre_meM_sUcanA_ekawriwa_karanA
intelligence test	buxXimawwA_kI_parIkRA
intelligent controller	aBijFAmpalq_niyaMwraka
intelligent terminal	aBijFAmpalq_tarminala
intense head	bahuwa_garmI
intensive agricultural area district	gahana_kqRi_kRewra_jilA
intensive care unit	gahana_xeKa_BAla_ekaka
intensive care	saGana_saMrakRaNa
intensive cultivation	gahana
intensive development	gahana_vikAsa
intensive drive	wIvra_AMxolana
intensive farming	gahana_SramapraXAna_kqRi
intensive supply	gahana_ApUrwi
intensive utilisation	gahana_upayoga
inter alia	anya_bAwoM_ke_sAWa
inter bank agreement	aMwara_bEMka_karAra_anubaMXa
inter bank borrowings	aMwara_bEMka_uXAra
inter bank call money rate	aMwara_bEMka_mAMga_muxrA_xara
inter bank contracts	aMwara_bEMka_saMvixA_Aeke
inter bank deposits	aMwara_bEMka_jamArASiyAM
inter bank market	aMwara_bEMka_bAjAra
inter bank	aMwara_bEMka
inter block gap	aMwarA_KaMdaka_aMwarAla
inter block	aMwaHKaMdaka
inter branch accounts reconciliation of	aMwara_SAKA_leKoM_kA_nipatArA_AamAXAna
inter branch transaction	aMwara_SAKA_lena_xena
inter city	anwarnagarI
inter communication	aMwarAsaMcAra
inter corporate dividend	aMwara_kaMpanI_lABAMSa
inter corporate investments	aMwara_kaMpanI_niveSa
inter departmenta	anwara-viBAgIya
inter departmental transfer scroll	aMwarviBAgIya_aMwaraNa_sUcI
inter departmental	anwarviBAgIya
inter dependent consumer preference	anyonyASrayI_Iaraspara_niBarra_upaBokwA_aXimAna
inter dependent world economy	anyonyASriwa_viRva_arWavyavasWA
inter exchange channel	aMwara_vinimaya_cEnala
inter governmental debt	aMwara_sarakArI_qNa
inter institutional group	aMwara_sAMsWAnika_samUha
inter leaving	aMwaH_pawraNa
inter mobility	aMwaraprIyawA
inter office accounts	aMwara_kAryAlaya_leKe
inter office communications	kAryAlayoM_ke_bIca_saMcAra_axAna_praxAna
inter record gap	aMwarA_aBileKa_aMwarAla
inter relationship	aMwara_saMbaMXa
inter sc	paraspara
inter se	usa_viRaya_meM
inter sectional	anwarAnuBAgIya
inter state debt settlement	anwarrAjyIya_qNa_nipatArA
inter state movement	aMwarrAjyIya_AvAjAhI_IAwAyAwa
inter state remittane	anwarrAjyIya_preRapra
inter state transport commission	aMwarrARtrIya_parivahana_Ayoga
inter unit	aMwarA_ekaka
interactive graphics	anyonyakriyA_AleKiwa
interactive keyboard printer	anonyakriyA_kuMjIpatala
interactive routine	anayonyakriyA_nemakA
interactive system	anayonyakriyA_waMwra
interchange stock verifier	vinimaya_sAmAna_sawyApaka
interchangeable cash credit	paraspara_parivarwanIya_nakaxI_qNa
intercom service	anayonyasaMcArI_sevA
intercommunication system	paraspara_saMcAra_waMwra
interconnecting unit	paraspara_saMbaXa_ekaka
interdepartmental meeting	aMwarviBAgIya_bETaka
interdiction effort	maXya_rIwi_prayAsa
interest account	byAja_leKA
interest accrued and due	upaciwa_evaM_bAkI_byAja
interest accrued but not due	upaciwa_kinwu_aprApya_byAja
interest accrued but not realised	proxBUwa_kinwu_vasUla_kiyA_gayA_byAja
interest accrued on advances	agrimoM_para_proxBUwa_byAja
interest accrued on deposit	jamArASi_para_proxBUwa_byAja
interest accrued	upaciwa_aroxBUwa_byAja
interest and dividend on investments	niveSoM_para_byAja_Ora_lABAMSa
interest as percentage of sales	bikrI_ke_prawiSawa_ke_rUpa_meM_byAja
interest bearing account	sabyAja_ayAjavAlA_leKA
interest bearing	sabyAja
interest cage	byAja_kA_KAnA_AoRTaka
interest clause	byAja_KaMda
interest component	byAja_xataka
interest due date	bjAya_xeya_hone_kI_wArIKa
interest free advance	abyAjI_IyAjamuwa_peSagI_Igrima
interest of depositors	jamAkarwAoM_kA_hiwa
interest on advances	agrimoM_para_byAja
interest on borrowings	uXAroM_para_byAja
interest on calls	mAMga_rASiyoM_para_byAja
interest on capital	pUMjI_para_byAja
interest on debentures	dibeMcaroM_para_byAja
interest on deposits	jamArASiyoM_para_byAja
interest on drawings	AharaproM_para_byAja
interest on loans	kajor_r_para_byAja
interest on securities	sikyuritiyoM
interest paid in advance	agrima_axA_kiyA_gayA_byAja
interest pattern	byAja_kA_svarUpa
interest payable	xeya_byAja
interest payment order	byAja_axAyagI_AxeSa
interest range	byAja_sImA
interest rate cap	byAja_roka
interest receivable	prApya_byAja
interest securities	sabyAja_ayAja_vAlI_sikyuritiyAM_MrawiBUwiyAM
interest subsidy	byAja_upaxAna
interest suspense account	byAja_ucaMwa_leKA
interest table	byAja_sAraprI
interest warrant	byAja_vAraMta
interest yielding	byAja_praxAnI
interested director	hiwabaxXa_nixeSaka
interfacial tension	anwarA_praRTIya_wanAva
interim accommodation	anwarima_vwwiIya_sahAyawA_AiBAva
interim award	aMwarima_paMcAta
interim commission	anwarima_Ayoga
interim dividend	anwarima_lABAMSa
interim grant	aMwarima_anuxAna
interim order	aMwarima_AxeSa
interim period	aMwarima_avaXi
interim relief	aMwarima_sahAyawA
interim reply	aMwarima_uwwra
interim report	aMwarima_riporta
interior angle	BIwarI_koNa
interior design	BIwarI_dijZAina
interior designer	AMwara_dijZAina_karanevAlA
interior display	aMwaraMga_sajjA
interior door	BIwarI_xvAra
interior vertex	anwa_SIrRa
interlocking of funds	niXiyoM_kA_aMwagraMWana
intermediary trade	maXyavarwI_vyApAra
intermediate buffer	maXyaMvarwI_baPara
intermediate code generation	mAXya_saMkewajanana
intermediate college	iMtara_kAleja
intermediate consumption	maXyavarwIr_upaBoga
intermediate examination	iMtara_parIkRA
intermediate goods industries	maXyavarwI_vaswu_uxyoga
intermediate liability	maXyavarwI_xeyawA
intermediate loan	maXyakAlIna_karjZa_apra
intermediate node	maXyavarwI_AsaMWi
intermediate payment	aMwa:kAlIna_axAyagI
intermediate products	maXyavarwI_uwpAxa
intermediate treasury bills	maXyavarwI_KajAnA_bila
interministrial reference	aMwamaMwrAlayI_havAlA
intermittent error	aMAwarAyika_wruti
internal angle	Anwarika_koNa
internal arrangement	AMwarika_vyavasWA
internal audit deptt.	AMwarika_leKAparIkRA_viBAga
internal audit	AMwarika_leKA-parIkRA
internal block	AMwarika_KaMda
internal check	AMwarika_jAzca
internal combustion	anwarxahana
internal communication	AMwarika_saMcAra
internal control system	AMwarika_niyaMwraNa_praprAlI
internal control	AMwarika_niyaMwraNa
internal debt	AMwarika_qNa
internal ear	BIwarI_kAna
internal finance	AMwarika_viwwa
internal format	AMwarika_svarUpa
internal fragmentation	AMwarika_KaMdana
internal interrupt	AMwarAyana_saMkewa
internal loan	AMwarika_qNa_aXArakarja
internal memory	AMwarika_smqwi
internal organisation	AMwarika_saMgaTana
internal reporting	Anwarika_sUcanA_praprAlI
internal reserve	AMwarika_ArakRiwa_niXi
internal sale	AMwarika_bikrI_Iikraya
internal schema	AMwarika_vivaraNikA
internal securities	AMwarika_prawiBUwiyAM
internal sort	AMwarika_CAtaMna
internal storage	AMwarika_BaMdAraNa
internal test audit section	AMwarika_namUnA_leKAparIkRA_anuBAga
internal timer	AMwarika_kAlaxa
international agreement	aMwarrARtrIya_karAra
international airports authority of india	BArawIya_aMwarrARtrIya_vimAnapawwna_prAXikaraNa
international candle	anwarrARtrIya_momabawwI
international capital market	aMwarrARtrIya_pUMjI_bAjAra
international coinage	aMwarrARtrIya_sikkA_DalAWa
international currency	aMwarrARtrIya_muxrA
international direction distance dialing	aMwarARtrIya_sIXA_dAyalana
international double taxation	aMwarrARtrIya_xoharA_karAXAna
international economics	aMwarrARtrIya_arWaSA_Awra
international economy	aMwarrARtrIya_arWavyavasWA
international finance corporation	aMwarrARtrIya_vwwi_nigama
international flight	aMwarrARtrIya_udZAna
international investment position	aMwarrARtrIya_niveSa_i_iFiAwa
international labour organisation	aMwarrARtrIya_Srama_saMgaTana
international liquidity	aMwarrARtrarIya_nakaxI
international monetary fund	aMwarrARtrIya_muxrA_koRa
international organisation	aMwarrARtrIya_saMgaTana
international reserves	aMwarrARtrIya_prArakRiwa_niXiyAM
international securities	aMwarrARtrIya_prawiBUwiyAM
international significance	aMwarrARtrIya_mahawwva
international subscriber dialling	AWa_esa_dI
international trade	aMwarrARtrIya_vyApAra
international transactions	aMwarrARtrIya_lena_xena
international usage	aMwarrARtrIya_praWA_Aracalana
international value theory	aMwarrARtrIya_mUlya_sixXAMwa
internet control message protocol	iMtaraneta_saMvAxa_niyaMwraNa
internet draft	iMtaraneta_drAPta
internet engineering steering group	intaraneta_injiniyariMga_vAhaka_xala
internet engineering task force	intaraneta_injiniyariMga_kArya_xala
internet experiment note	intaraneta_parIkRaNa_tippaNa
internet explorer	intaraneta_anveRaka
internet hunt	intaraneta_Koja
internet monthly report	intaraneta_mAsika_prawivexana
internet packet exchange	intaraneta_pEketa_vinimaya
internet research steering group	intaraneta_anusaMXAna_saMcAlana
internet search topologies	intaraneta_Koja_sAMsWiwi
internet service	intaraneta_sevA
internet services list	intaraneta_sevA_sUcI
internet society	intaraneta_samAja
internet talk radio	intaraneta_AkASavANI_vArwA
internet telephony	intaraneta_xUraBARI
internet tools	intaraneta_yaMwra
internetwork packet exchange	parisaMcAlana_pEketa_vinimaya
interplanetary space	anwarAgrahika_anwarikRa
interpretation of data	AMkadZA_nirvacana
interpretation of rules	niyama_arWanirNaya_airvacana
interpretive dance	vyAKyAwmaka_nqwya
interpretive program	nivArcaka_kramAxeSa
interprocess communication	aMwaHprakrama_saMcAra
interrupt characters	avaroXa_prawIka
interrupt handler	avaroXa_prahaswaka
interrupt mask	anwarAya_AcCanxa
interrupt processing	anwarAyana_saMsAXana
interrupt service routine	avaroXa_sevA_nemakA
interrupt signal	avaroXa_saMkewa
interrupt vector	avaroXa_saxiSa
interruption in service	sevA_meM_vyavaXAna
interruption of duty	dZyUtI_meM_vyavaXAna
interval estimation	anwarAla_prAkkalana
interval for rest	viSrAMwi_maXyAvakASa
interval reward rate	purnaSax_xa_xara_aMwarAla
intervenine period	bIca_kI_avaXi
intervening period	maXyavarwI_avaXi
intervention currency	maXyavarwI_muxrA
intervention effort	maXayaswA_prayAsa
interversion failure correlation	aMrwasaMskaraNa_sahasaMbaMXa_viPalawA
interweaving of failure	viPalawA_kA_aMrwaciwraNa
intestinal artery	Azwa_kI_XamanI
intimation timely	samaya_para_sUcanA
into function	guNiwa_Palana
into the bargain	isake_alAvA
intoxicating beverage	mAxaka_peya
intra uterine device	garBaniroXaka_upakaraNa
intra uterine	garBASaya_kA_BIwarI
intra-uterine device	garBaniroXaka_upakaraNa
intracompany networking	anwarA_kaMpanI_netavarka
intractable problem	xuHsAXya_samasyA
intradermal injection	aMwaHwvacA_suI
intramuscular injection	aMwaHpeSiya_suI
intravenous anesthetic	anwa:SirA_behoSI_kI_xavA
intravenous injection	aMwaHSirA_suI
intrinsic value	asalI_kImawa
introductory letter	paricayAwmaka_pawra
introductory remark	paricayAwmaka_uikwa_aippaprI
intuitive pricing	anumAniwa_kImawa_nirXAraNa
invalid pension	aSakwawA_peMSana
invalid return	amAnya_vivaraprI
inventions promotion board	AviRkAra_saMvarXana_maMdala
inventory accounting	sUcI_leKAkaraNa
inventory control	stAka_sUcI_niyaMwraNa
inventory investment	stAkoM_meM_niveSa
inventory master file	wAlikA_muKya_saMcikA
inventory of furniture	ParnIcara_kI_sUcI
inventory reporting	vaswusUcI_vivaraNa
inventory shortage	viswqwa_sUcI_kA_aBAva
inventory software	vaswusUcI_sEYAPtaveyara
inventory to sales ratio	mAla_se_bikrI_xara
inverse lavare law	lavAra_viloma_niyama
inverse mapping	vyuwkrama_prawiciwraNa

inverse multiplexer	viloma_maltIpleksara
inverse proportion	prawiloma_anupAwa
inverse scanning	viloma_avalokana
inverted comma	uxXaraNa_cihna
inverted commas	ulatA_alpavirAma
inverted file	vyuwkrama_saMcikA
inverted list file	vyuwkramiwa_sUcI_saMcikA
inverted page table	vyuwkrama_pqRTa_sAraNI
invertible function	prawilomaya_Palana
investent committee	niveSa_samiwi
investigation and vigilance division	anveRapra_Ora_sawarkawA_praBAga
investigation inspector	anveRapra_nirIkRaka
investigation of overdues	awixeya_bakAyA_rASiyoM_kI_jAMca_padawAla
investment account	niveSa_KAwA
investment adviser	niveSa_salAhakAra
investment allowance	niveSa_CUta
investment analysis	niveSa_viSleRaNa
investment banker	niveRa_bEMka_karmacArI
investment banking	niveSa_bEMkiMga
investment cost index	niveSa_lAgawa_sUcakAMka
investment cost	niveSa_lAgawa
investment credit	niveSa_qNa
investment decisions	niveSa_nirNaya
investment department	niveSa_viBAga
investment depreciation reserve	niveSa_mUlyahqAsa_prArakRiwa_niXi
investment ideal	AxarSa_niveSa
investment in shares	SeyaroM_meM_niveSa
investment income receipts	niveSa_Aya_kI_prApwiyAM
investment ledger	niveSa_KAwA
investment nature	niveSa_svarUpa
investment of funds	niXiyoM_kA_niveSa
investment policy	niveSa_nIwi
investment practical point	niveSa_vyavahArika_binxu
investment ratio	niveSa_anupAwa
inview of	ko_XyAna_meM_raKawe_hue
invisible account	aSya_leKA
invisible exports	aSya_niryAwa
invisible items of trade	vyApAra_kI_aSya_maxeM
invitation hospitality officer	AmaMwraNa_waWA_AwiWya_aXikArI
invitation of bid	bolI_lagAne_ke_lie_anuroXa
invitation to tender	nivixA_AmaMwraNa
inviting reference to	kA_havAlA_xewe_hue
inviting your attention to	kI_ora_ApakA_XyAna_AkarRiwa_karawe_hue
invocation of guarantee	gAraMtI_mAMganA
invoice book	bIjaka_anavAisa_bahI
invoice discounting	bIjaka_CUta
invoiced coins	bIjakIkqwa_nota_aikke_leKA
invoiced notes	bIjakIkqwa_nota_aikke_leKA
inward and outward accounts	Avaka_Ora_jAvaka_leKe
inward bills	Avaka_bila
inward book	bikrI_vApasI_bahI
inward clearing	Avaka_agawa_samASoXana
inward demand draft	Avaka_mAMga_drAPta
inward entry	Avaka_praviiRta
inward exchange account	Avaka_vinimaya_leKA
inward invoice	Avaka_bIjaka
inward letters register	Avaka_pawra_rajistara
inward mail transfers	Avaka_dAka_aMwaraNa
inward register	Avaka_rajistara
inward remittance	Avaka_preRapra
inward returns	Avaka-vivaraNiyAz
inward settlement accounts	Avaka_pariSoXana_leKA
inward telegraphic transfers	Avaka_wAra_anwaraNa
inward traffic	Avaka_yAwAyAwa
inward way bills	Avaka_mAla_rava_anA
ion beam	Ayana_bIma
ion engine	ayana_iMjana
ionic bond	Ayaniwa_sambanXa
ionization chamber	ayanana_kakRa
ipso facto	svayameva
iris diaphragm	AzKa_kI_puwalI_kA_dAyAPZrAma
irish stew	SAka_va_mAzsa_kA_vyaMjana
iron age	lOha_yuga
iron boot	lohe_ke_jUwe
iron cage	lohe_kA_piMjarA
iron carbide	Ayarana_kArbAida
iron collar	lohe_kI_pattI
iron ore mines cess commissioner	lohA_ayaska_KAna_upaskara_Ayukwa
iron ore	Kanija_lohA
iron rations	ApAwa_KAxya
ironing board	iswrI_kA_waKwA
irrecoverable debts	aSoXya_qNa
irrecoverable dues	aSoXya_bakAyA_rASiyAM
irrecoverable temporary loans	aSoXya_asWAyI_karje
irredeemable bond	aprawixeya_bAMda_aaMXapawra
irrefutable evidence	atala_gavAhI
irregation works	siMcAWa_nirmANakArya
irregular advances	aniyamiwa_agrima
irregular employment	aniyamiwa_rojZagAra_aiyojana
irregular refund	aniyamiwa_prawixAya
irrespective of the fact	isa_bAwa_kA_vicAra_kie_binA
irrespective of	kA_vicAra_kie_binA
irrevocable export letter of credit	atala_aparivarwanIyaavikalpI_niryAwa_sAKa_pawra
irrevocable general power of attorney	atala_aparivarwanIyaavikalpI_sAmAnya_muKwAranAmA
irrevocable letter of credit	atala_aparivarwanIyaavikalpI_sAKa_pawra
irrevocable power of attorney	atala_aparivarwanIyaavikalpI_muKwAranAmA
irrevocable without recourse to drawer	cekakarwA_AuMdIkarwA_ko_vasUlI_aXikArI_rahiwa_avikalpI_ItalaaparivarwanIya
irrigation adviser	siMcAWa_salAhakAra
irrigation and flood control wing	siMcAWa_evaM_bADZa_niyaMwraka_skaMXa
irrigation and power central board	siMcAWa_Ora_vixyuwa_keMxrIya_borda
irrigation canal	siMcAI_nalI
irrigation cess	siMcAWa_upakara
irrigation charges	siMcAWa_praBAra
irrigation ditch	siMcAI_nAlA
irrigation project	siMcAWa_pariyojanA
irrigation promotion society	siMcAWa_saMvarXana_samiwi
irrigation system	siMcAI_waMwra
is adjourned sine die	aniSciwa_kAla_ke_lie_sWagiwa
is confined to	waka_sImiwa_hE
is here by informed	ko_sUciwa_kiyA_jAwA_hE
isa boards	AI_esa_e_borda
island chain	xvIpa_SrqMKalA
island dispenser	xvIpa_meM_kuCZa_cIjZa_prApwa_karane_kA_maSIna
iso protocol	AI_esa_o_protOYkola
iso standard	AI_esa_o_mAnaka
isolatd post	ekAkI_paxa
isolated range	ekAkI_reMja
isometric projection	eka_parimAna_pralaMbawA
isomorphic lattice	samarUpa_jAlaka
issue clerk	nirgama_lipika
issue department adjustment account	nirgama_viBAga_samAyojana_araBAra_leKA
issue department charges account	nirgama_viBAga_samAyojana_araBAra_leKA
issue department manual	nirgama_aSU_viBAga_niyama_puswaka
issue department	nirmaga_viBAga
issue diary	nirgama_dAyarI
issue of directions	nirxeSa_jArI_karanA
issue of law	viXi_vivAxyaka
issue of licence	lAiseMsa_jArI_karanA
issue of new series of notes	notoM_kI_nayI_SqMKalA_jArI_karanA
issue of payment orders	BugawAna_axAyagI_AxeSa_jArI_karanA
issue of scrip	Seyara_aarcIr_jArI_karanA
issue of stores	sAmAna_kA_nirgama_aArI_karanA
issue of treasury bills	KajAnA_bila_jArI_karanA
issue order	nirgama-AxeSa
issue price	nirgama_kZImawa
issue rate	nirgama_xara
issue register	nirgama_rajistara
issue section	nirgama_anuBAga
issue today	Aja_hI_jArI_kareM
issue voucher	nirgama_vAucara
issued capital	nirgamiwa_aArI_pUMjI
issuing authority	nirgAmI_Iirgamana_prAXikArI
issuing banker	nirgAmI_bEMkara
isuing house	nirgamana_gqha
it figures	isase_lagawA_hE
it is highly objectionable	yaha_bahuwa_hI_Apwwijanaka_hE
it is requested	yaha_nivexana_hE
it is suggested	yaha_suJAva_xiyA_jAwA_hE
it will be construed	isakA_yaha_arWa_samaJA_jAegA
item count	maxagaNanA
items adjustable by p.w. officers	loka_nirmANa_kArya_aXikAriyoM_xvArA_samAyojanIya_maxeM
items of liabilities	xeyawA_maxeM
iterative do group	punaravarwI_kurU_samUha
iterms in transit	mArgasWa_vaswueM_MaxeM
itinerant trader	Ba_amapraSIla_sOxAgara
ivory black	xaMwi_kajjali
ivory candle	hAWIxAzwa_kI_momabawwI
ivory sales	hAWI_xAzwa_kI_bikrI
jack bean	katahala_ke_bIja
jack boots	jEka_jUwA
jack fruit	katahala
jack of all trades	haraPana_mOlA
jacket pocket	jAketa_kA_pAketa
jackknife clam	jEka_cAkU_upakaraNa
jail cell	baMxI_graha
jam packed	BarA_huA
jam session	manoraMjana_saBA
jamadar adjutant	jamAxAra_edjuteMta
jamadar quarter master	jamAxAra_kvArtara_mAstara
jargon file	arnaWaka_saMcikA
jaunting car	sEra_kI_kAra
jaunty car	sEra_kI_kAra
java script	jAvA_skripta
jawahar lal institute of postgraduate medical education and research	javAharalAla_snAwakowwra_cikiwsA_SikRA_evaM_anusaMXAna_saMsWAna
jazz band	jAjZa_saMgIwa_vAxya
jeep sales	jIpa_kI_bikrI
jelly doughnut	jelI_donata
jelly egg	jelI_kA_aMdA
jerry builder	saswe_paxArWoM_kA_upayoga_karane_vAlA
jet black	bahuwa_kAlA
jet engine	jeta_iMjana
jew bush	yahUxI_JAdZI
jewel casket	rawnoM_kA_dibbA
jewelry chain	ABURaNoM_kI_SrqMKalA
jiffy bag	pArasala_karane_hewu_bEga
jig and tool designer	jiga_Ora_OjZAra_aiBakalpaka
jiggery pokery	beimAna_evaM_kapatI_barwAva
job analysis	kArya_viSleRapra
job analyst	kArya_viSleRaka
job application	rojZagAra_nivexana_pawra
job card	kArya_kArda
job consciousness	kArya_cewanA
job content	kArya_viRaya_avarUpa
job control block	kArya_niyaMwraka_KaMda
job control language	jOYba_niyaMwraNa_BARA
job control statement	kArya_niyaMwraNa_kaWana
job control	kArya_niyaMwraNa
job cost ledger	jAba_lAgawa_KAwA
job costing sheet	jAba_lAgawa_pawraka_aIta
job costing	kArya_lAgawa_nirXAraNa_akalana
job creation	nOkarI_upalabXa_karAne_vAlI_yojanA
job description	kArya_vivaraNa
job environment	kArya_pariveSa
job evaluation	kArya_mUlyAMkana
job factor	kArya_upAxAna_aAraka
job flow control	kArya_pravAha_niyaMwraNa

job grading	kArya_SreprI_nirXAraNa
job input file	kArya_niveSa_saMcikA
job input stream	kArya_niveSa_XArA
job inspector	kArya_nirIkRaka
job instruction	kArya_anuxeSa
job instructor	kArya_anuxeSaka
job list	kArya_sUcI
job lot	viviXa_mAla
job management	kArya_prabaMXana
job methods training	kArya_paxXawi_praSikRaNa
job openings	kArya_aOkarI_ke_avasara
job oriented language	kAryonmuKa_BARA
job oriented	vyavasAyonmuKa
job output file	kArya_nirgama_saMcikA
job priority	kArya_prAWamikawA
job processing	kArya_prakramaNa
job questionaire	kArya_praSnAvalI
job requirements	kArya_apekRAez
job rotation	kAryAvarwana
job safety training	kArya_surakRA_praSikRaNa
job satisfaction	kArya_sanwuRti
job scheduling	kArya_anusUcana
job sequencing	kArya_anukramaNa
job sharing	kAma_ko_bAztanA
job specification	kArya_vinirxeSa
job splitting	kArya_viBAjana
job stream	kAryaXArA
job table	kArya_sAraNI
job work	Cutaputa_kAma
jobbing shop	bahuXaMXI_kAraKAnA
jockey cap	GudZasavAra_kI_topI
jockey club	GudZaxOda_kA_klaba
jog trot	XImI_cAla
johnny cake	jAnI_kA_keka
join forces with	ekajuta_honA
joining pay	kAryAraMBa_kAla_vewana
joining time pay	kAryagrahaNa_avaXi_vewana
joining time	kAryagrahaNa_avaXi
joint and several note	saMyukwa_Ora_pqWaka_rukkA
joint and several	saMyakuwa_Ora_pqWaka
joint annuity	saMyukwa_vArRikI
joint application	saMyukwa_Avexana
joint assessor controller	saMyukwa_kara_nirXAraka_Ora_samAharwA
joint assistant director	saMyukwa_sahAyaka_nixeSaka
joint attestation	saMyukwa_anupramANana
joint auditor	saMyukwa_leKA_parIkRaka
joint bank account	saMyukwa_bEMka_leKA
joint cadre	saMyukwa_saMvarga
joint chief controller of imports and exports	AyAwa_niryAwa_saMyuwa_muKya_niyaMwraka
joint chief controller	saMyukwa_muKya_niyaMwraka
joint chief officer	saMyuk_kA_muKya_aXikArI
joint cipher bureau	saMyukwa_bIjaleKa_byUro
joint committee	saMyukwa-samiwi
joint communication electronics staff	saMyukwa_saMcAra_ilektrOYnikI_stOYPa
joint communique	saMyukwa
joint concurrence	saMyukwa_sahamawi
joint conference	saMyukwa_sammelana
joint consultation	saMyukwa_parAmarSa
joint consultative committe	saMyukwa_parAmarSaxAwrI_samiwi
joint contract	saMyukwa_saMvixA
joint contractors	saMyukwa_saMvixAkarwA
joint controller	saMyukwa_niyaMwraka
joint custodians	saMyukwa_aiBarakRaka
joint debtors	saMyukwa_qprI
joint decree holder	saMyukwa_dikrIxAra
joint decree	saMyukwa_dikrI
joint deputy director	saMyukwa_upanixeSaka
joint director of news	saMyukwa_samAcAra_nixeSaka
joint director	saMyukwa_nixeSaka
joint distribution	saMyukwa_viwaraNa
joint educational adviser	saMyukwa_SikRA_salAhakAra
joint family property	saMyukwa_parivAra_saMpwwi
joint family	saMyukwa_parivAra
