#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
taxpayers	kara~xene~vAlA{s}
tax's	kara/kara~lagAnA{vib:kA}
taxying	tEksI/havAI~jahAjZa~ko~jZamIna~para~calAnA~{ing}
teacher's	SikRaka{vib:kA}
teachers'	SikRaka{ba.}{vib:kA}
teachers	SikRaka{s}
teaches	siKAnA^SikRA~xenA~{s}
teaching's	SikRaNa{vib:kA}
teachings'	SikRaNa{ba.}{vib:kA}
teachings	SikRaNa{s}
teak's	sAgOna{vib:kA}
teaks'	sAgOna{ba.}{vib:kA}
teaks	sAgOna{s}
teal's	cEwI{vib:kA}{ba.}+kA
teals'	cEwI{ba.}{vib:kA}
teals	cEwI{eka.ba.}
tealses'	cEwI{ba.}{vib:kA}
tealses	cEwI{s}
teals's	cEwI{vib:kA}
teamed	tIma^xala~{ed/en}
teaming	tIma^xala~{ing}
teamster's	jodI~hAzkane~vAlA{vib:kA}
teamsters'	jodI~hAzkane~vAlA{ba.}{vib:kA}
teamsters	jodI~hAzkane~vAlA{s}
team's	tIma^xala{vib:kA}
teams'	tIma^xala{ba.}{vib:kA}
teams	tIma^xala~{s}
tearaway	aSru/PAdZanA^aSAnwipUrNa~honA{s}
tearaway's	aSru/PAdZanA^aSAnwipUrNa~honA{ba.}{vib:kA}
tearfuler	aSrupUrNa~{wara}
tearfulest	aSrupUrNa~{wama}
tear-gas's	aSru~gEsa{vib:kA}
tearing	aSru/PAdZanA^aSAnwipUrNa~honA~{ing}
tearoom's	cAya~kA~hotala{vib:kA}
tearooms'	cAya~kA~hotala{ba.}{vib:kA}
tearooms	cAya~kA~hotala{s}
tear's	aSru/PAdZanA^aSAnwipUrNa~honA{vib:kA}
teased	sawAne~vAlA~manuRya/CedanA~{ed/en}
teaseled	vilAyawI~goKarU~{ed/en}
teaseling	vilAyawI~goKarU~{ing}
teaselled	vilAyawI~goKarU~{ed/en}
teaselling	vilAyawI~goKarU~{ing}
teasel's	vilAyawI~goKarU{vib:kA}
teasels	vilAyawI~goKarU~{s}
teases	sawAne~vAlA~manuRya/CedanA~{s}
tea's	cAya^halkA~nASwA~sahiwa{vib:kA}
teas'	cAya^halkA~nASwA~sahiwa{ba.}{vib:kA}
teas	cAya^halkA~nASwA~sahiwa{s}
teasing	sawAne~vAlA~manuRya/CedanA~{ing}
teaspoon's	CotA~cammaca{vib:kA}
teaspoons'	CotA~cammaca{ba.}{vib:kA}
teaspoons	CotA~cammaca{s}
teazel's	vilAyawI~goKarU{ba.}{vib:kA}
teazel	vilAyawI~goKarU{s}
teazle's	vilAyawI~goKarU{ba.}{vib:kA}
teazle	vilAyawI~goKarU{s}
technicaler	wakanIkI^pAriBARika~{wara}
technicalest	wakanIkI^pAriBARika~{wama}
technicalities'	prAviXikawA{ba.}{vib:kA}
technicalities	prAviXikawA{s}
technicality's	prAviXikawA{vib:kA}
technically	wakanIkI_rUpa_se
Technically	wakanIkI~rUpa~se
technician's	praviXijFa{vib:kA}
technicians'	praviXijFa{ba.}{vib:kA}
technicians	praviXijFa{s}
technics'	kalA~viRaya~kA~sixXAMwa{vib:kA}{ba.}+kA{ba.}+kA
technic's	wakanIka{vib:kA}
technic	wakanIka{0}
technique's	wakanIka{vib:kA}
techniques'	wakanIka{ba.}{vib:kA}
techniques	wakanIka{s}
technocrat's	vijFAna~viSeRajFa{vib:kA}
technocrats'	vijFAna~viSeRajFa{ba.}{vib:kA}
technocrats	vijFAna~viSeRajFa{s}
technologies'	prOxyogikI{ba.}{vib:kA}
technologies	prOxyogikI{s}
technologist's	Silpa~vijFAnI{vib:kA}
technologists'	Silpa~vijFAnI{ba.}{vib:kA}
technologists	Silpa~vijFAnI{s}
technology's	prOxyogikI{vib:kA}
tediouser	WakAU~{wara}
tediousest	WakAU~{wama}
tedium's	aruci{vib:kA}
tediums'	aruci{ba.}{vib:kA}
tediums	aruci{s}
teed	tI{golPa~Kela~meM~pahalI~mAra~kA~sWAna}~{ed/en}
teeing	tI{golPa~Kela~meM~pahalI~mAra~kA~sWAna}~{ing}
teemed	jora~se~barasanA/BarA~honA~{ed/en}
teeming	jora~se~barasanA/BarA~honA~{ing}
teems	jora~se~barasanA/BarA~honA~{s}
teenage	weraha_se_unnIsa_varRa_kI_Ayu
TEENAGE	weraha~se~unnIsa~varRa~kI~Ayu~kA^weraha~se~unnIsa~varRa~kI~Ayu~kA
teens's	kiSorAvasWA{vib:kA}
tee's	tI{golPa~Kela~meM~pahalI~mAra~kA~sWAna}{vib:kA}
tees'	tI{golPa~Kela~meM~pahalI~mAra~kA~sWAna}{ba.}{vib:kA}
tees	tI{golPa~Kela~meM~pahalI~mAra~kA~sWAna}~{s}
teetered	AgA~pICA~karanA~{ed/en}
teetering	AgA~pICA~karanA~{ing}
teeter's	AgA~pICA~karanA{vib:kA}
teeters'	AgA~pICA~karanA{ba.}{vib:kA}
teeters	AgA~pICA~karanA~{s}
teethed	xAzwa~nikalanA~{ed/en}
teethes	xAzwa~nikalanA~{s}
teething	xAzwa~nikalanA~{ing}
teeth's	xAzwa^xAzwe[ArA~yA~giyara~kA]{ba.}{vib:kA}
teeth	xAzwa^xAzwe[ArA~yA~giyara~kA]{s}
telecommunications's	xUra~saMcAra{vib:kA}
telegram's	wAra~kA~samAcAra{vib:kA}
telegrams'	wAra~kA~samAcAra{ba.}{vib:kA}
telegrams	wAra~kA~samAcAra{s}
telegraphed	wArayaMwra/wAra~se~samAcAra~Beja~{ed/en}
telegraphing	wArayaMwra/wAra~se~samAcAra~Beja~{ing}
telegraph's	wArayaMwra/wAra~se~samAcAra~Beja{vib:kA}
telegraphs'	wArayaMwra/wAra~se~samAcAra~Beja{ba.}{vib:kA}
telegraphs	wArayaMwra/wAra~se~samAcAra~Beja~{s}
telepathies'	xUrasaMvexana{ba.}{vib:kA}
telepathies	xUrasaMvexana{s}
telepathy's	xUrasaMvexana{vib:kA}
telephoned	telIPZona/telIPona~kara~{ed/en}
telephone's	telIPZona/telIPona~kara{vib:kA}
telephones'	telIPZona/telIPona~kara{ba.}{vib:kA}
telephones	telIPZona/telIPona~kara~{s}
telephoning	telIPZona/telIPona~kara~{ing}
telephonist	telIPona~pracAlaka
teleprinter's	wAraleKI{vib:kA}
teleprinters'	wAraleKI{ba.}{vib:kA}
teleprinters	wAraleKI{s}
teleprompter's	telIprAmpatara{vakwA~xvArA~xUraxarSana~meM~prayoga~karane~kA~yanwra}{vib:kA}
teleprompters'	telIprAmpatara{vakwA~xvArA~xUraxarSana~meM~prayoga~karane~kA~yanwra}{ba.}{vib:kA}
teleprompters	telIprAmpatara{vakwA~xvArA~xUraxarSana~meM~prayoga~karane~kA~yanwra}{s}
telescoped	xUrabIna~{ed/en}
telescope's	xUrabIna{vib:kA}
telescopes'	xUrabIna{ba.}{vib:kA}
telescopes	xUrabIna~{s}
telescopicer	xUrabInI~{wara}
telescopicest	xUrabInI~{wama}
telescoping	xUrabIna~{ing}
telethon's	telIWOna{vib:kA}
telethons'	telIWOna{ba.}{vib:kA}
telethons	telIWOna{s}
television's	xUraxarSana{vib:kA}
televisions'	xUraxarSana{ba.}{vib:kA}
televisions	xUraxarSana{s}
telexed	telIpriMtara~xvArA~saMxeSa~{ed/en}
telexes'	telIpriMtara~xvArA~saMxeSa{ba.}{vib:kA}
telexes	telIpriMtara~xvArA~saMxeSa~{s}
telexing	telIpriMtara~xvArA~saMxeSa~{ing}
telex's	telIpriMtara~xvArA~saMxeSa{vib:kA}
teller's	gaNaka{vib:kA}
tellers'	gaNaka{ba.}{vib:kA}
tellers	gaNaka{s}
tellinger	praBAva~pUrNa~{wara}
tellingest	praBAva~pUrNa~{wama}
tell's	bawA/bawAnA^sUciwa~karanA{vib:kA}
tells'	bawA/bawAnA^sUciwa~karanA{ba.}{vib:kA}
tells	bawA/bawAnA^sUciwa~karanA~{s}
telltale's	sAPa~xiKAI~xene~vAle/cugalaKora{vib:kA}
telltales'	sAPa~xiKAI~xene~vAle/cugalaKora{ba.}{vib:kA}
telltales	sAPa~xiKAI~xene~vAle/cugalaKora{s}
temperamentaler	KAsa~svaBAva~vAlA~{wara}
temperamentalest	KAsa~svaBAva~vAlA~{wama}
temperament's	svaBAva{vib:kA}
temperaments'	svaBAva{ba.}{vib:kA}
temperaments	svaBAva{s}
temperance's	saMyama{vib:kA}
temperances'	saMyama{ba.}{vib:kA}
temperances	saMyama{s}
temperater	sama~SIwoRNa^AwmasaMyamI~{wara}
temperatest	sama~SIwoRNa^AwmasaMyamI~{wama}
temperature's	wApamAna{vib:kA}
temperatures'	wApamAna{ba.}{vib:kA}
temperatures	wApamAna{s}
tempered	manoxaSA/lacIlA~banAnA{XAwu~iwyAxi~ko}^kama~karanA~{ed/en}
tempering	manoxaSA/lacIlA~banAnA{XAwu~iwyAxi~ko}^kama~karanA~{ing}
temper's	manoxaSA/lacIlA~banAnA{XAwu~iwyAxi~ko}^kama~karanA{vib:kA}
tempers'	manoxaSA/lacIlA~banAnA{XAwu~iwyAxi~ko}^kama~karanA{ba.}{vib:kA}
tempers	manoxaSA/lacIlA~banAnA{XAwu~iwyAxi~ko}^kama~karanA~{s}
tempested	AzXI~{ed/en}
tempesting	AzXI~{ing}
tempest's	AzXI{vib:kA}
tempests'	AzXI{ba.}{vib:kA}
tempests	AzXI~{s}
tempestuouser	wUPAnI~{wara}
tempestuousest	wUPAnI~{wama}
template's	sAzcA{vib:kA}
templates'	sAzcA{ba.}{vib:kA}
templates	sAzcA{s}
temple's	maMxira^kanapatI{vib:kA}
temples'	maMxira^kanapatI{ba.}{vib:kA}
temples	maMxira^kanapatI{s}
templet	sAzcA{0}
templet's	sAzcA{vib:kA}
templets'	sAzcA{ba.}{vib:kA}
templets	sAzcA{s}
temporaler	lOkika^kAlika~{wara}
temporalest	lOkika^kAlika~{wama}
temporarier	alpakAlika~{wara}
temporariest	alpakAlika~{wama}
temporarinesses'	asWAyiwva{ba.}{vib:kA}
temporarinesses	asWAyiwva{s}
temporariness's	asWAyiwva{vib:kA}
temporised	nirNaya~karane~meM~xera~karanA~{ed/en}
temporise	nirNaya~karane~meM~xera~karanA{0}
temporises	nirNaya~karane~meM~xera~karanA~{s}
temporising	nirNaya~karane~meM~xera~karanA~{ing}
temporized	nirNaya~karane~meM~xera~karanA~{ed/en}
temporizes	nirNaya~karane~meM~xera~karanA~{s}
temporizing	nirNaya~karane~meM~xera~karanA~{ing}
temptation's	praloBana{vib:kA}
temptations'	praloBana{ba.}{vib:kA}
temptations	praloBana{s}
tempted	luBAnA~{ed/en}
temptinger	praloBaka~{wara}
temptingest	praloBaka~{wama}
tempts	luBAnA~{s}
tenabler	warkasaMgawa~{wara}
tenablest	warkasaMgawa~{wama}
tenaciouser	xqDa~{wara}
tenaciousest	xqDa~{wama}
tenancies'	kirAye~xArI{ba.}{vib:kA}
tenancies	kirAye~xArI{s}
tenancy's	kirAye~xArI{vib:kA}
tenant-at-will	gEra-mOrUsI~kASwakAra
tenanted	kirAyexAra/kirAye~para~honA~{ed/en}
tenant-farmer	asAmI/kASwakAra
tenant-farming	kASwakArI/alABI~KewI
tenanting	kirAyexAra/kirAye~para~honA~{ing}
tenant's	kirAyexAra/kirAye~para~honA{vib:kA}
tenants'	kirAyexAra/kirAye~para~honA{ba.}{vib:kA}
tenants	kirAyexAra/kirAye~para~honA~{s}
tenches'	eka~prakAra~kI~yUropIya~maCalI{ba.}{vib:kA}
tenches	eka~prakAra~kI~yUropIya~maCalI{s}
tench's	eka~prakAra~kI~yUropIya~maCalI{vib:kA}
tended	xeKaBAla~karanA/pravqwwa~honA~{ed/en}
tendencies'	pravqwi{ba.}{vib:kA}
tendencies	pravqwi{s}
tendenciouser	pakRapAwI~{wara}
tendenciousest	pakRapAwI~{wama}
tendencious	pakRapAwI[-]
tendency's	pravqwi{vib:kA}
tendentiouser	pakRapAwI~{wara}
tendentiousest	pakRapAwI~{wama}
tendered	komala/nivixA^IMXana~gAdI~{ed/en}
tenderer	komala/nivixA^IMXana~gAdI~{wara}
tenderest	komala/nivixA^IMXana~gAdI~{wama}
tenderhearted	mqxu~hqxaya~vAlA[-]
tendering	komala/nivixA^IMXana~gAdI~{ing}
tendernesses'	komalawA{ba.}{vib:kA}
tendernesses	komalawA{s}
tenderness's	komalawA{vib:kA}
tender's	komala/nivixA^IMXana~gAdI{vib:kA}
tenders'	komala/nivixA^IMXana~gAdI{ba.}{vib:kA}
tenders	komala/nivixA^IMXana~gAdI~{s}
tending	xeKaBAla~karanA/pravqwwa~honA~{ing}
tendon's	nasa{vib:kA}
tendons'	nasa{ba.}{vib:kA}
tendons	nasa{s}
tendril's	bela{vib:kA}
tendrils'	bela{ba.}{vib:kA}
tendrils	bela{s}
tends	xeKaBAla~karanA/pravqwwa~honA~{s}
tenement's	gqha{vib:kA}
tenements'	gqha{ba.}{vib:kA}
tenements	gqha{s}
tenet's	sixXAnwa{vib:kA}
tenets'	sixXAnwa{ba.}{vib:kA}
tenets	sixXAnwa{s}
tenfolder	xasa~gunA~{wara}
tenfoldest	xasa~gunA~{wama}
tennises'	tenisa[eka~prakAra~kA~Kela]{ba.}{vib:kA}
tennises	tenisa[eka~prakAra~kA~Kela]{s}
tennis's	tenisa[eka~prakAra~kA~Kela]{vib:kA}
tenor's	gawi^wAra~sapwaka{vib:kA}
tenors'	gawi^wAra~sapwaka{ba.}{vib:kA}
tenors	gawi^wAra~sapwaka{s}
tenpin's	eka~waraha~kA~geMxa~PeMkane~kA~Kela{vib:kA}
tenpins'	eka~waraha~kA~geMxa~PeMkane~kA~Kela{ba.}{vib:kA}
tenpins	eka~waraha~kA~geMxa~PeMkane~kA~Kela{s}
tensed	kasA~huA^wanAvapUrNa~{ed/en}
tenser	kasA~huA^wanAvapUrNa~{wara}
tensest	kasA~huA^wanAvapUrNa~{wama}
tense's	kasA~huA^wanAvapUrNa{vib:kA}
tenses'	kasA~huA^wanAvapUrNa{ba.}{vib:kA}
tenses	kasA~huA^wanAvapUrNa~{s}
tensing	kasA~huA^wanAvapUrNa~{ing}
tension's	wanAva^xabAva{vib:kA}
tensions'	wanAva^xabAva{ba.}{vib:kA}
tensions	wanAva^xabAva{s}
ten's	xasa/xasa{vib:kA}
tens'	xasa/xasa{ba.}{vib:kA}
tens	xasa/xasa{s}
tentativer	AjamAiSI~{wara}
tentativest	AjamAiSI~{wama}
tented	wambU/derA~lagA~{ed/en}
tenther	xasavAz~{wara}
tenthest	xasavAz~{wama}
tenth's	xasavAz{vib:kA}
tenths'	xasavAz{ba.}{vib:kA}
tenths	xasavAz{s}
tenting	wambU/derA~lagA~{ing}
tent's	wambU/derA~lagA{vib:kA}
tents'	wambU/derA~lagA{ba.}{vib:kA}
tents	wambU/derA~lagA~{s}
tenuouser	pawalA~{wara}
tenuousest	pawalA~{wama}
tenure-holder	pattAXArI
tenure's	paxAvaXi{vib:kA}
tenures'	paxAvaXi{ba.}{vib:kA}
tenures	paxAvaXi{s}
tepider	gunagunA~{wara}
tepidest	gunagunA~{wama}
tequila's	meksiko~meM~banI~ekara~prakAra~kI~weja~SarAba{vib:kA}
tequilas'	meksiko~meM~banI~ekara~prakAra~kI~weja~SarAba{ba.}{vib:kA}
tequilas	meksiko~meM~banI~ekara~prakAra~kI~weja~SarAba{s}
termed	avaXi[Sarwa]^avaXi~{ed/en}
terminaler	anwya~rogI/AKirI~sWAna^vixyuwa~cakra~kA~anwima~sirA~{wara}
terminalest	anwya~rogI/AKirI~sWAna^vixyuwa~cakra~kA~anwima~sirA~{wama}
terminal's	anwya~rogI/AKirI~sWAna^vixyuwa~cakra~kA~anwima~sirA{vib:kA}
terminals'	anwya~rogI/AKirI~sWAna^vixyuwa~cakra~kA~anwima~sirA{ba.}{vib:kA}
terminals	anwya~rogI/AKirI~sWAna^vixyuwa~cakra~kA~anwima~sirA{s}
terminated	samApwa~karanA~{ed/en}
terminates	samApwa~karanA~{s}
terminating	samApwa~karanA~{ing}
termination's	samApana{vib:kA}
terminations'	samApana{ba.}{vib:kA}
terminations	samApana{s}
terminator's	samApaka{vib:kA}
terminators'	samApaka{ba.}{vib:kA}
terminators	samApaka{s}
terming	avaXi[Sarwa]^avaXi~{ing}
termini	anwima~steSana{s}
termini's	anwima~steSana{ba.}{vib:kA}
terminologies'	SabxAvalI{ba.}{vib:kA}
terminologies	SabxAvalI{s}
terminology's	SabxAvalI{vib:kA}
terminuses'	anwima~steSana{ba.}{vib:kA}
terminuses	anwima~steSana{s}
terminus's	anwima~steSana{vib:kA}
termite's	xImaka{vib:kA}
termites'	xImaka{ba.}{vib:kA}
termites	xImaka{s}
term's	avaXi[Sarwa]^avaXi{vib:kA}
terms'	avaXi[Sarwa]^avaXi{ba.}{vib:kA}
terms	avaXi[Sarwa]^avaXi~{s}
tern's	kurarI{vib:kA}
terns'	kurarI{ba.}{vib:kA}
terns	kurarI{s}
terraced	Cawa~{ed/en}
terrace's	Cawa{vib:kA}
terraces'	Cawa{ba.}{vib:kA}
terraces	Cawa~{s}
terracing	Cawa~{ing}
terrapin's	CotA~kaCuA{vib:kA}
terrapins'	CotA~kaCuA{ba.}{vib:kA}
terrapins	CotA~kaCuA{s}
terrestrialer	pArWiva~{wara}
terrestrialest	pArWiva~{wama}
terrestrial's	pArWiva{vib:kA}
terrestrials'	pArWiva{ba.}{vib:kA}
terrestrials	pArWiva{s}
terribler	BayAnaka~{wara}
terriblest	BayAnaka~{wama}
terrier's	eka~CotA~SikArI~kuwwA{vib:kA}
terriers'	eka~CotA~SikArI~kuwwA{ba.}{vib:kA}
terriers	eka~CotA~SikArI~kuwwA{s}
terrificer	[KUba]~baDZiyA~{wara}
terrificest	[KUba]~baDZiyA~{wama}
terrified	darAnA^daranA~{ed/en}
terrifies	darAnA^daranA~{s}
terrifying	darAnA^daranA~{ing}
territorialer	xeSIya~{wara}
territorialest	xeSIya~{wama}
territories'	kRewra{ba.}{vib:kA}
territories	kRewra{s}
territory's	kRewra{vib:kA}
terrorised	AwaMkiwa~karanA~{ed/en}
terrorises	AwaMkiwa~karanA~{s}
terrorising	AwaMkiwa~karanA~{ing}
terrorism's	AwaMkavAxa{vib:kA}
terrorisms'	AwaMkavAxa{ba.}{vib:kA}
terrorisms	AwaMkavAxa{s}
terrorist's	AwaMkavAxI{vib:kA}
terrorists'	AwaMkavAxI{ba.}{vib:kA}
terrorists	AwaMkavAxI{s}
terrorized	AwaMkiwa~karanA~{ed/en}
terrorizes	AwaMkiwa~karanA~{s}
terrorizing	AwaMkiwa~karanA~{ing}
terror's	AwaMka/Baya^upaxravI{vib:kA}
terrors'	AwaMka/Baya^upaxravI{ba.}{vib:kA}
terrors	AwaMka/Baya^upaxravI{s}
terry	terI
terser	rUKA~{wara}
tersest	rUKA~{wama}
tertiarier	wIsarI~SreNI~kA~{wara}
tertiariest	wIsarI~SreNI~kA~{wama}
terylene's	eka`viSeRa~prakAra~kA~kqwrima~sUwa{vib:kA}
testament's	viXAna{vib:kA}
testaments'	viXAna{ba.}{vib:kA}
testaments	viXAna{s}
testator	vasIyawa~karwA
test-cases	parIkRaNa~mAmale/prAyogika~viRaya
test-charges	parIkRaNa/jAMca-Sulka~Karca/praBAra
test-check	jAMca-parIkRaNa/namUnA-jAMca
tested	parIkRA/jAzca~karanA~{ed/en}
tester's	parIkRaka{vib:kA}
testers'	parIkRaka{ba.}{vib:kA}
testers	parIkRaka{s}
testicle's	aMda/aMdakoRa{vib:kA}
testicles'	aMda/aMdakoRa{ba.}{vib:kA}
testicles	aMda/aMdakoRa{s}
testier	cidZacidZA~{wara}
testiest	cidZacidZA~{wama}
testified	sAkRI~ho~{ed/en}
testifies	sAkRI~ho~{s}
testifying	sAkRI~ho~{ing}
testimonialer	pramANa-pawra~{wara}
testimonialest	pramANa-pawra~{wama}
testimonial's	pramANa-pawra{vib:kA}
testimonials'	pramANa-pawra{ba.}{vib:kA}
testimonials	pramANa-pawra{s}
testimonies'	pramANa{ba.}{vib:kA}
testimonies	pramANa{s}
testimony's	pramANa{vib:kA}
testing	parIkRA/jAzca~karanA~{ing}
test-run	parIkRaNa~calana/cAlana
test's	parIkRA/jAzca~karanA{vib:kA}
tests'	parIkRA/jAzca~karanA{ba.}{vib:kA}
tests	parIkRA/jAzca~karanA~{s}
tetanuses'	XanuswamBa{ba.}{vib:kA}
tetanuses	XanuswamBa{s}
tetanus's	XanuswamBa{vib:kA}
tetchier	cidacidA~{wara}
tetchiest	cidacidA~{wama}
tete-a-tete's	ekAnwika~BeMta{vib:kA}{ba.}+kA
tete-a-tetes'	ekAnwika~BeMta{ba.}{vib:kA}
tete-a-tetes	ekAnwika~BeMta{eka.ba.}
tete-a-tetes's	ekAnwika~BeMta{vib:kA}
tethered	rassI/pagahA~se~bAzXa~{ed/en}
tethering	rassI/pagahA~se~bAzXa~{ing}
tether's	rassI/pagahA~se~bAzXa{vib:kA}
tethers'	rassI/pagahA~se~bAzXa{ba.}{vib:kA}
tethers	rassI/pagahA~se~bAzXa~{s}
textbook's	pATya~puswaka{vib:kA}
textbooks'	pATya~puswaka{ba.}{vib:kA}
textbooks	pATya~puswaka{s}
textiler	kapadA~{wara}
textile's	kapadA{vib:kA}
textiles'	kapadA{ba.}{vib:kA}
textiles	kapadA{s}
textilest	kapadA~{wama}
text's	pATa^viRaya~vAkya{vib:kA}
texts'	pATa^viRaya~vAkya{ba.}{vib:kA}
texts	pATa^viRaya~vAkya{s}
textualer	mUlapATa-viRayaka~{wara}
textualest	mUlapATa-viRayaka~{wama}
texturaler	bunAvatI~{wara}
texturalest	bunAvatI~{wama}
texture's	bunAvata{vib:kA}
textures'	bunAvata{ba.}{vib:kA}
textures	bunAvata{s}
thakur	TAkura
thames	temsa
thankan	Wafkana
thanked	XanyavAxa~xenA~{ed/en}
thankfuler	kqwajFa~{wara}
thankfulest	kqwajFa~{wama}
thanking	XanyavAxa~xenA~{ing}
thanklesser	kqwaGna~{wara}
thanklessest	kqwaGna~{wama}
thanksgiving's	XanyavAxa~xenA{vib:kA}
thanksgivings'	XanyavAxa~xenA{ba.}{vib:kA}
thanksgivings	XanyavAxa~xenA{s}
thanks	XanyavAxa~xenA~{s}
thatched	Cappara/Cappara~dAlanA~{ed/en}
thatches'	Cappara/Cappara~dAlanA{ba.}{vib:kA}
thatches	Cappara/Cappara~dAlanA{s}
thatching	Cappara/Cappara~dAlanA~{ing}
thatch's	Cappara/Cappara~dAlanA{vib:kA}
thatchs	Cappara/Cappara~dAlanA~{s}
thawed	galana/galanA^DIlA~padanA[vyavahAra]~{ed/en}
thawing	galana/galanA^DIlA~padanA[vyavahAra]~{ing}
thaw's	galana/galanA^DIlA~padanA[vyavahAra]{vib:kA}
thaws'	galana/galanA^DIlA~padanA[vyavahAra]{ba.}{vib:kA}
thaws	galana/galanA^DIlA~padanA[vyavahAra]~{s}
theater	raMgaSAlA{0}
theater's	raMgaSAlA{vib:kA}
theaters'	raMgaSAlA{ba.}{vib:kA}
theaters	raMgaSAlA{s}
theatre-goer's	nAtaka~gqha~meM~jAne~vAlA~vyakwi{vib:kA}
theatre-goers'	nAtaka~gqha~meM~jAne~vAlA~vyakwi{ba.}{vib:kA}
theatre-goers	nAtaka~gqha~meM~jAne~vAlA~vyakwi{s}
theatre's	raMgaSAlA{vib:kA}
theatres'	raMgaSAlA{ba.}{vib:kA}
theatres	raMgaSAlA{s}
theatricaler	nAtakIya~{wara}
theatricalest	nAtakIya~{wama}
theft's	corI{vib:kA}
thefts'	corI{ba.}{vib:kA}
thefts	corI{s}
theism's	AswikavAxa{vib:kA}
theisms'	AswikavAxa{ba.}{vib:kA}
theisms	AswikavAxa{s}
thematicer	viRayaka~{wara}
thematicest	viRayaka~{wama}
thematic's	viRayaka{vib:kA}
thematics'	viRayaka{ba.}{vib:kA}
thematics	viRayaka{s}
theme's	viRaya{vib:kA}
themes'	viRaya{ba.}{vib:kA}
themes	viRaya{s}
thener	waba^wawpaScAwa~{wara}
thenest	waba^wawpaScAwa~{wama}
theocracies'	Xarmawanwra{ba.}{vib:kA}
theocracies	Xarmawanwra{s}
theocracy's	Xarmawanwra{vib:kA}
theodolite's	vikoNamApaka~yaMwra{vib:kA}
theodolites'	vikoNamApaka~yaMwra{ba.}{vib:kA}
theodolites	vikoNamApaka~yaMwra{s}
theologian's	brahmajFAnI{vib:kA}
theologians'	brahmajFAnI{ba.}{vib:kA}
theologians	brahmajFAnI{s}
theologicaler	AXyAwmavixyA~sambanXI~{wara}
theologicalest	AXyAwmavixyA~sambanXI~{wama}
theologies'	brahmavixyA{ba.}{vib:kA}
theologies	brahmavixyA{s}
theology's	brahmavixyA{vib:kA}
theorem's	prameya{vib:kA}
theorems'	prameya{ba.}{vib:kA}
theorems	prameya{s}
theoreticaler	sExXAnwika^mImAMsAwmaka~{wara}
theoreticalest	sExXAnwika^mImAMsAwmaka~{wama}
theoreticer	sExXAnwika^mImAMsAwmaka~{wara}
theoreticest	sExXAnwika^mImAMsAwmaka~{wama}
theoretician's	sixXAnwavAxI{vib:kA}
theoreticians'	sixXAnwavAxI{ba.}{vib:kA}
theoreticians	sixXAnwavAxI{s}
theoretic	sExXAnwika^mImAMsAwmaka[-]
theories'	sixXAMwa{ba.}{vib:kA}
theories	sixXAMwa{s}
theorised	sixXAnwa~banA~{ed/en}
theorises	sixXAnwa~banA~{s}
theorising	sixXAnwa~banA~{ing}
theorized	sixXAnwa~banA~{ed/en}
theorizes	sixXAnwa~banA~{s}
theorizing	sixXAnwa~banA~{ing}
theory's	sixXAMwa{vib:kA}
theosophies'	brahmavixyA{ba.}{vib:kA}
theosophies	brahmavixyA{s}
theosophy's	brahmavixyA{vib:kA}
therapeuticer	cikiwsA~sambanXI~{wara}
therapeuticest	cikiwsA~sambanXI~{wama}
therapeutics'	cikiwsA~vijFAna{vib:kA}{ba.}+kA
therapies'	rogopacAra{ba.}{vib:kA}
therapies	rogopacAra{s}
therapy's	rogopacAra{vib:kA}
thereabouts	[usake]~Asa~pAsa
