attorney-at-law	pramANiwa_aBikarwA
spurning	wiraskAra_karanA
spurn's	wiraskAra_karanA
spurns'	wiraskAra_karanA
spurns	wiraskAra_karanA
spurred	preraNA
spurring	preraNA
spur's	preraNA
spurs'	preraNA
spurs	preraNA
spurted	XArA
spurting	XArA
spurt's	XArA
spurts'	XArA
spurts	XArA
sputa	lAra
sputa's	lAra
sputtered	uwwejiwa_ho_kara_bolanA
sputtering	uwwejiwa_ho_kara_bolanA
sputter's	uwwejiwa_ho_kara_bolanA
sputters'	uwwejiwa_ho_kara_bolanA
sputters	uwwejiwa_ho_kara_bolanA
sputum's	lAra
spying	XyAna_raKanA
spy's	XyAna_raKanA
squadron	skvOYdaXana
squallier	wUPZAna
squalliest	wUPZAna
squalor's	ganxagI
squalors'	ganxagI
squalors	ganxagI
square's	petaBara_Bojana
squares'	petaBara_Bojana
squares	petaBara_Bojana
squashed	skvASa
squashes'	skvASa
squashes	skvASa
squashes's	skvASa
squashing	skvASa
squash's	skvASa
squater	avEXa_rUpa_se_basa_jAnA
squatest	avEXa_rUpa_se_basa_jAnA
squats	avEXa_rUpa_se_basa_jAnA
squatted	avEXa_rUpa_se_basa_jAnA
squatter's	AbAxakAra
squatters'	AbAxakAra
squatters	AbAxakAra
squatting	avEXa_rUpa_se_basa_jAnA
squawked	cIKa_mAranA
squawking	cIKa_mAranA
squawk's	cIKa_mAranA
squawks'	cIKa_mAranA
squawks	cIKa_mAranA
squaw's	amerikI_swrI
squaws'	amerikI_swrI
squaws	amerikI_swrI
squeaked	bAla-bAla_bacanA
squeakier	kikiyAyI
squeakiest	kikiyAyI
squeaking	bAla-bAla_bacanA
squeak's	bAla-bAla_bacanA
squeaks'	bAla-bAla_bacanA
squeaks	bAla-bAla_bacanA
squealed	cillAnA
squealing	cillAnA
squeal's	cillAnA
squeals'	cillAnA
squeals	cillAnA
squeamisher	mawalAhA
squeamishest	mawalAhA
squeezed	nicodZanA
squeeze's	nicodZanA
squeezes'	nicodZanA
squeezes	nicodZanA
squeezing	nicodZanA
squelched	muzha_wodZa_javAba_xenA
squelches	muzha_wodZa_javAba_xenA
squelching	muzha_wodZa_javAba_xenA
squib's	PulaJadZI
squibs'	PulaJadZI
squibs	PulaJadZI
squidses'	samuxraPenI
squidses	samuxraPenI
squid's	samuxraPenI
squids'	samuxraPenI
squids	samuxraPenI
squids's	samuxraPenI
squiffier	unmawwa
squiffiest	unmawwa
squiggle's	teDZI_meDZI_reKAyeM
squiggles'	teDZI_meDZI_reKAyeM
squiggles	teDZI_meDZI_reKAyeM
squigglier	teDZI_meDZI
squiggliest	teDZI_meDZI
squinted	aXaKulI_AzKoM_se_xeKanA
squinting	aXaKulI_AzKoM_se_xeKanA
squints	aXaKulI_AzKoM_se_xeKanA
squirarchies'	jZamInaxAra_varga
squirarchies	jZamInaxAra_varga
squirarchy	jZamInaxAra_varga
squirarchy's	jZamInaxAra_varga
squirearchies'	jZamInaxAra_varga
squirearchies	jZamInaxAra_varga
squirearchy's	jZamInaxAra_varga
squire's	jZamInaxAra
squires'	jZamInaxAra
squires	jZamInaxAra
squirmed	CatapatAnA
squirming	CatapatAnA
squirm's	CatapatAnA
squirms'	CatapatAnA
squirms	CatapatAnA
squirrelses'	gilaharI
squirrelses	gilaharI
squirrel's	gilaharI
squirrels'	gilaharI
squirrels	gilaharI
squirrels's	gilaharI
squirted	XAra
squirting	XAra
squirt's	XAra
squirts'	XAra
squirts	XAra
sreedevi	SrIxevI
sreedhar	SrIXara
sree	SrI
sridhar	SrIXara
srinivasha	SrInivAsa
srinivas	SrInivAsa
sri	SrI
srivastava	SrIvAswava
srivastav	SrIvAswava
stabbed	xarxa
stabilised	sWira_karanA
stabiliser's	stebilEjZara
stabilisers'	stebilEjZara
stabilisers	stebilEjZara
stabiliser	stebilEjZara
stabilises	sWira_karanA
stabilise	sWira_karanA
stabilising	sWira_karanA
stabilities'	sWirawA
stabilities	sWirawA
stability's	sWirawA
stabilization	sWirIkaraNa
stabilized	sWira_karanA
stabilizer's	stebilEjZara
stabilizers'	stebilEjZara
stabilizers	stebilEjZara
stabilizes	sWira_karanA
stabilizing	sWira_karanA
stable-boy's	saIsa
stable-boys'	saIsa
stable-boys	saIsa
stabled	sanwuliwa
stabler	sanwuliwa
stable's	sanwuliwa
stables'	sanwuliwa
stables	sanwuliwa
stablest	sanwuliwa
stabling's	aswabala_meM_sWAna
stablings'	aswabala_meM_sWAna
stablings	aswabala_meM_sWAna
stab's	xarxa
stabs'	xarxa
stabs	xarxa
staccatoer	asambanXa_rIwi_se
staccatoest	asambanXa_rIwi_se
stacked	DZera_lagAnA
stacking	DZera_lagAnA
stack's	DZera_lagAnA
stacks'	DZera_lagAnA
stacks	DZera_lagAnA
stadium's	mExAna
stadiums'	mExAna
stadiums	mExAna
staffed	lATI
staffing	lATI
staff's	lATI
staffs'	lATI
staffs	lATI
stagecoaches'	GodZAgAdZI
stagecoaches	GodZAgAdZI
stagecoach's	GodZAgAdZI
staged	raMgamaMca
stage's	raMgamaMca
stages'	raMgamaMca
stages	raMgamaMca
stagey	nAtakIya
staggered	ladaKadA
staggering	ladaKadA
stagger's	ladaKadA
staggers'	ladaKadA
staggers's	coMkA_xenA
stagging	lABArWa_Seyara-KarIxa
stagier	nAtakIya
stagiest	nAtakIya
staging's	aBinaya
stagings'	aBinaya
stagings	aBinaya
stagnated	niRkriya_honA
stagnates	niRkriya_honA
stagnating	niRkriya_honA
stag's	hiraNa
stags'	hiraNa
stags	hiraNa
staider	gamBIra
staidest	gamBIra
stained	XabbevAlA_karanA
staining	XabbevAlA_karanA
stain's	XabbevAlA_karanA
stains'	XabbevAlA_karanA
stains	XabbevAlA_karanA
staircase's	sIDZiyAz
staircases'	sIDZiyAz
staircases	sIDZiyAz
stair's	sIDZI
stairs'	sIDZI
stairway's	sIDZiyAz
stairways'	sIDZiyAz
stairways	sIDZiyAz
stairwell	sIDI_kUpaka
staked	xAzva_para_lagAnA
stake's	xAzva_para_lagAnA
stakes'	xAzva_para_lagAnA
stakes	xAzva_para_lagAnA
staking	xAzva_para_lagAnA
stalactite's	pawWara_kA_avarohI_nikRepa
stalactites'	pawWara_kA_avarohI_nikRepa
stalactites	pawWara_kA_avarohI_nikRepa
stalagmite's	pawWara_kA_ArohI_nikRepa
stalagmites'	pawWara_kA_ArohI_nikRepa
stalagmites	pawWara_kA_ArohI_nikRepa
staled	purAnA
stalemated	SawaraMja_ke_Kela_kI_eka_mahawwvapUrNa_sWiwi
stalemate's	SawaraMja_ke_Kela_kI_eka_mahawwvapUrNa_sWiwi
stalemates'	SawaraMja_ke_Kela_kI_eka_mahawwvapUrNa_sWiwi
stalemates	SawaraMja_ke_Kela_kI_eka_mahawwvapUrNa_sWiwi
stalemating	SawaraMja_ke_Kela_kI_eka_mahawwvapUrNa_sWiwi
stalenesses'	WakAvata
stalenesses	WakAvata
staleness's	WakAvata
staler	purAnA
stale's	purAnA
stales'	purAnA
stales	purAnA
stalest	purAnA
staling	purAnA
stalked	akadZakara_calanA
stalker's	SikArI
stalkers'	SikArI
stalkers	SikArI
stalking	akadZakara_calanA
stalk's	akadZakara_calanA
stalks'	akadZakara_calanA
stalks	akadZakara_calanA
stalled	aSvaSAlA_ke_alaga_alaga_kamareM
stallholder	xukAnaxAra
stalling	aSvaSAlA_ke_alaga_alaga_kamareM
stallion's	GodZA_jo_prajanana_kA_kAma_Aye
stallions'	GodZA_jo_prajanana_kA_kAma_Aye
stallions	GodZA_jo_prajanana_kA_kAma_Aye
stall's	aSvaSAlA_ke_alaga_alaga_kamareM
stalls'	aSvaSAlA_ke_alaga_alaga_kamareM
stalls	aSvaSAlA_ke_alaga_alaga_kamareM
stalwarter	niRTAvAna
stalwartest	niRTAvAna
stalwart's	niRTAvAna
stalwarts'	niRTAvAna
stalwarts	niRTAvAna
stamen's	puRpa_kesara
stamens'	puRpa_kesara
stamens	puRpa_kesara
stamina's	sahanaSakwi
staminas'	sahanaSakwi
staminas	sahanaSakwi
stammered	ruka_ruka_kara_bolanA
stammerer's	hakalAkara_bolane_vAlA
stammerers'	hakalAkara_bolane_vAlA
stammerers	hakalAkara_bolane_vAlA
stammering	ruka_ruka_kara_bolanA
stammer's	ruka_ruka_kara_bolanA
stammers'	ruka_ruka_kara_bolanA
stammers	ruka_ruka_kara_bolanA
stampeded	binA_soce_samaJe_kArya_karanA
stampede's	binA_soce_samaJe_kArya_karanA
stampedes'	binA_soce_samaJe_kArya_karanA
stampedes	binA_soce_samaJe_kArya_karanA
stampeding	binA_soce_samaJe_kArya_karanA
stamped	TappA
stamping	TappA
stamp's	TappA
stamps'	TappA
stamps	TappA
stance's	vyakwi_kI_avasWA
stances'	vyakwi_kI_avasWA
stances	vyakwi_kI_avasWA
stanchioned	KaMBA
stanchioning	KaMBA
stanchion's	KaMBA
stanchions'	KaMBA
stanchions	KaMBA
standarder	mAnya
standardest	mAnya
standardisation	mAnakIkaraNa
standardisation's	mAnakIkaraNa
standardisations'	mAnakIkaraNa
standardisations	mAnakIkaraNa
standardization's	mAnakIkaraNa
standardizations'	mAnakIkaraNa
standardizations	mAnakIkaraNa
standardize	mAnakIkqwa_karanA
standard's	mAnya
standards'	mAnya
standards	mAnya
standinger	ijjawa
standingest	ijjawa
standing's	ijjawa
standings'	ijjawa
standings	ijjawa
stand-in	kataGarA
standin	kataGarA
stand-in's	kataGarA
standin's	kataGarA
standoffisher	rUKA
standoffishest	rUKA
standpoint's	xqRtikoNa
standpoints'	xqRtikoNa
standpoints	xqRtikoNa
stand's	kataGarA
stands	kataGarA
standstill's	TaharAva
standstills'	TaharAva
standstills	TaharAva
stank's	baxabU_se_BarA
stanks'	baxabU_se_BarA
stanks	baxabU_se_BarA
stanza's	banxa
stanzas'	banxa
stanzas	banxa
stapled	stepala_karanA
stapler's	stepalara
staplers'	stepalara
staplers	stepalara
staple's	stepala_karanA
staples'	stepala_karanA
staples	stepala_karanA
staplest	stepala_karanA
stapling	stepala_karanA
starboard	jahAja_kA_agalA_xAihanA_BAga
starched	kalaPZa_cadZAnA
starches'	kalaPZa_cadZAnA
starches	kalaPZa_cadZAnA
starching	kalaPZa_cadZAnA
starch's	kalaPZa_cadZAnA
stared	AzKa_gadZAkara_xeKanA
stare's	AzKa_gadaWaUAkara_xeKanA
stares'	AzKa_gadZAkara_xeKanA
stares	AzKa_gadZAkara_xeKanA
starfishes'	wArAmIna
starfishes	wArAmIna
starfish's	wArAmIna
staring	AzKa_gadZAkara_xeKanA
starkest	pUrNa_rUpa_se
starlet's	nayI_aBinewrI
starlets'	nayI_aBinewrI
starlets	nayI_aBinewrI
starlighter	nakRawra_roSanI
starlightest	nakRawra_roSanI
starlight's	nakRawra_roSanI
starlights'	nakRawra_roSanI
starlights	nakRawra_roSanI
starling's	sArikA
starlings'	sArikA
starlings	sArikA
starred	nakRawra
starring	nakRawra
star's	nakRawra
stars'	nakRawra
stars	nakRawra
started	cOMka
starter's	SurU_karane_vAlA
starters'	SurU_karane_vAlA
starters	SurU_karane_vAlA
starting	cOMka
starting-prices'	prAramBika_xAma
starting-prices	prAramBika_xAma
startles	cOMkAnA
startlinger	cOMkA_xene_vAlA
startlingest	cOMkA_xene_vAlA
start's	cOMka
starts'	cOMka
starts	cOMka
starvation's	BuKamarI
starvations'	BuKamarI
starvations	BuKamarI
starved	BUKa_laganA
starves	BUKa_laganA
starving	BUKa_laganA
stashed	saMciwa_karanA
stashes'	saMciwa_karanA
stashes	saMciwa_karanA
stashing	saMciwa_karanA
stash's	saMciwa_karanA
stasises'	sWEwikawA
stasises	sWEwikawA
stasis's	sWEwikawA
statabler	aBivyakwa_karane_yogya
statablest	aBivyakwa_karane_yogya
stateable	aBivyakwa_karane_yogya
stateabler	aBivyakwa_karane_yogya
stateablest	aBivyakwa_karane_yogya
statecraft's	SAsana_kalA
statecrafts'	SAsana_kalA
statecrafts	SAsana_kalA
stateder	niSciwa
statedest	niSciwa
statelesser	kisI_BI_xeSa_kA_nAgarika_na_honA
statelessest	kisI_BI_xeSa_kA_nAgarika_na_honA
statelessnesses'	rARtrIyawA-vihInawA
statelessnesses	rARtrIyawA-vihInawA
statelessness's	rARtrIyawA-vihInawA
statelier	AkarRaka
stateliest	AkarRaka
statelinesses'	AkarRaka
statelinesses	AkarRaka
stateliness's	AkarRaka
statement's	kaWana
statements'	kaWana
statements	kaWana
stateroom's	jahAja_para_nijI_kamarA
staterooms'	jahAja_para_nijI_kamarA
staterooms	jahAja_para_nijI_kamarA
statesider	kRewra_kA
statesidest	kRewra_kA
statesmanship's	rAjanIwimawwA
statesman's	rAjanewA
statesmen	rAjanewA
statesmen's	rAjanewA
state's	rAjya_se_sambanXiwa
states'	rAjya_se_sambanXiwa
states	rAjya_se_sambanXiwa
staticer	niScala
staticest	niScala
static's	niScala
statics'	niScala
statics	niScala
stating	rAjya_se_sambanXiwa
stationarier	sWira
stationariest	sWira
stationed	kenxra
stationeries'	kAgajZa_AxI_sAmagrI
stationeries	kAgajZa_AxI_sAmagrI
stationer's	kAgajZa_AxI_sAmAna_becanevAlA
stationers'	kAgajZa_AxI_sAmAna_becanevAlA
stationers	kAgajZa_AxI_sAmAna_becanevAlA
stationery's	kAgajZa_AxI_sAmagrI
stationing	kenxra
station's	kenxra
stations'	kenxra
stations	kenxra
statistician's	sAMKya_SAswrI
statisticians'	sAMKya_SAswrI
statisticians	sAMKya_SAswrI
statistic	SAMKiyakIyaA
statistics'	sAMKyikI
statuarier	prawimAez
statuaries'	prawimAez
statuaries	prawimAez
statuariest	prawimAez
statuary's	prawimAez
statue's	mUrwi
statues'	mUrwi
statues	mUrwi
statuesquer	niScala
statuesquest	niScala
statuette's	CotI_mUrwi
statuettes'	CotI_mUrwi
statuettes	CotI_mUrwi
stature's	kRamawA_yA_upalabXi_se_kamAI_huI_ijjawa_Ora_rUwabA
statures'	kRamawA_yA_upalabXi_se_kamAI_huI_ijjawa_Ora_rUwabA
statures	kRamawA_yA_upalabXi_se_kamAI_huI_ijjawa_Ora_rUwabA
statuses'	swara
statuses	swara
status-quo	yaWApUrva_sWiwi
status's	swara
statute's	niyama
statutes'	niyama
statutes	niyama
statutorier	viXika
statutoriest	viXika
stauncher	xqDZaniScayI
staunchest	xqDZaniScayI
staved	koI_motI_CadZI_yA_dZaMdZA
stave's	koI_motI_CadZI_yA_dZaMdZA
staves'	koI_motI_CadZI_yA_dZaMdZA
staves	koI_motI_CadZI_yA_dZaMdZA
staving	koI_motI_CadZI_yA_dZaMdZA
staxes'	TappA
staxes	TappA
stax's	TappA
stax	TappA
stayed	rahanA
stayer's	WakAnevAlI_xOdZawe_rahane_kI_sAmarWya_raKanevAlA
stayers'	WakAnevAlI_xOdZawe_rahane_kI_sAmarWya_raKanevAlA
stayers	WakAnevAlI_xOdZawe_rahane_kI_sAmarWya_raKanevAlA
staying	rahanA
stay's	rahanA
stays'	rahanA
stays	rahanA
steadfaster	sWira
steadfastest	sWira
steadfastly	xqDawA_se
steadfastness	xqDawA
steadied	niyamiwa
steadier	niyamiwa
steadies'	niyamiwa
steadies	niyamiwa
steadiest	niyamiwa
steadinesses'	sWirawA
steadinesses	sWirawA
steadiness's	sWirawA
steadying	niyamiwa
steady's	niyamiwa
steak's	mAzsa_kA_tukadZA
steaks'	mAzsa_kA_tukadZA
steaks	mAzsa_kA_tukadZA
stealing	cupake_se_AnA_jAnA
steals	cupake_se_AnA_jAnA
stealth's	CupAva
stealths'	CupAva
stealths	CupAva
steamboat	aginabota
steamed	BApa_uTa
steamer's	vARpacaliwa_jahAjZa
steamers'	vARpacaliwa_jahAjZa
steamers	vARpacaliwa_jahAjZa
steamier	BApa_se_BarA_huA
steamiest	BApa_se_BarA_huA
steaming	BApa_uTa
steam's	BApa_uTa
steams'	BApa_uTa
steams	BApa_uTa
steamship	BApajahaja
stedfaster	sWira
stedfastest	sWira
stedfast	sWira
steed's	acCI_jAwi_kA_GodZA
steeds'	acCI_jAwi_kA_GodZA
steeds	acCI_jAwi_kA_GodZA
steeled	saKwa_bananA
steelier	lohe_jEsA_saKwa
steeliest	lohe_jEsA_saKwa
steeling	saKwa_bananA
steel's	saKwa_bananA
steels'	saKwa_bananA
steels	saKwa_bananA
steelworks's	ispAwa_kA_kAraKAnA
steep-drop	KadZI_DalAna
steeped	awyaXika
steepened	xurAroha_bananA_yA_banAxenA
steepening	xurAroha_bananA_yA_banAxenA
steepens	xurAroha_bananA_yA_banAxenA
steeper	awyaXika
steepest	awyaXika
steeping	awyaXika
steeplechased	tatTI_bAjZI
steeplechase's	tatTI_bAjZI
steeplechases'	tatTI_bAjZI
steeplechases	tatTI_bAjZI
steeplechasing	tatTI_bAjZI
steeplejack's	mInAra_marammawa_karanevAlA
steeplejacks'	mInAra_marammawa_karanevAlA
steeplejacks	mInAra_marammawa_karanevAlA
steeple's	mInAra
steeples'	mInAra
steeples	mInAra
steep's	awyaXika
steeps'	awyaXika
steeps	awyaXika
steerage's	saswe_kirAye_kA_jZahAjZa
steerages'	saswe_kirAye_kA_jZahAjZa
steerages	saswe_kirAye_kA_jZahAjZa
steered	mArga_xiKAnA
steer's	mArga_xiKAnA
steers'	mArga_xiKAnA
steers	mArga_xiKAnA
stellarer	wArakIya
stellarest	wArakIya
stemmed	nalI
stemming	nalI
stem's	nalI
stems'	nalI
stems	nalI
stemware's	nalIxAra_barwana
stemwares'	nalIxAra_barwana
stemwares	nalIxAra_barwana
stenches'	xurganXa
stenches	xurganXa
stench's	xurganXa
stenciled	steMsila
stenciling	steMsila
stencilled	steMsila
stenciller	steMsila_kAtanevAlA
stencilling	steMsila
stencil's	steMsila
stencils'	steMsila
stencils	steMsila
stenographer's	ASulipika
stenographers'	ASulipika
stenographers	ASulipika
stenographies'	ASulipi
stenographies	ASulipi
stenography's	ASulipi
steno-typist	steno-tAipista
stentorianer	bulanxa
stentorianest	bulanxa
stepbrother	sOwelA_BA
stepdaughter	sOwelI_betI
step-downer	nIce_uwaranA
stepdowner	nIce_uwaranA
step-downest	nIce_uwaranA
stepdownest	nIce_uwaranA
step-down	nIce_uwaranA
stepdown	nIce_uwaranA
step-down's	nIce_uwaranA
step-downs'	nIce_uwaranA
step-downs	nIce_uwaranA
stepdown's	nIce_uwaranA
stepdowns'	nIce_uwaranA
stepdowns	nIce_uwaranA
stepped	kaxama
steppe's	GAzsa_kA_mExAna
steppes'	GAzsa_kA_mExAna
steppes	GAzsa_kA_mExAna
stepping	kaxama
step's	kaxama
steps'	kaxama
steps	kaxama
stepson	sOwelA_betA
stereoer	stIriyo
stereoest	stIriyo
stereophonicer	wriAyAmI_Xvani
stereophonicest	wriAyAmI_Xvani
stereoscopic	yYataXavima
stereo's	stIriyo
stereos'	stIriyo
stereos	stIriyo
stereotyped	oiDavAxI
stereotypical	oiDavAxI
stereotyping	oiDa
steriler	PalahIna
sterilest	PalahIna
sterilised	niRkItiwa_karanA
sterilise	niRkItiwa_karanA
sterilises	niRkItiwa_karanA
sterilising	niRkItiwa_karanA
sterilities'	bAzJapana
sterilities	bAzJapana
sterility's	bAzJapana
sterilized	niRkItiwa_karanA
sterilizes	niRkItiwa_karanA
sterilizing	niRkItiwa_karanA
sterlinger	cAnxI_kA_ABURaNa
sterlingest	cAnxI_kA_ABURaNa
sterling's	cAnxI_kA_ABURaNa
sterlings'	cAnxI_kA_ABURaNa
sterlings	cAnxI_kA_ABURaNa
sterna's	urosWi
sterna	urosWi
sterner	jZahAjZa_kA_piCalA_BAga
sternest	jZahAjZa_kA_piCalA_BAga
stern's	jZahAjZa_kA_piCalA_BAga
sterns'	jZahAjZa_kA_piCalA_BAga
sterns	jZahAjZa_kA_piCalA_BAga
sternum's	urosWi
sternums'	urosWi
sternums	urosWi
steroid's	rasAyanika_viSeRa
steroids'	rasAyanika_viSeRa
steroids	rasAyanika_viSeRa
stertorouser	GarrAte
stertorousest	GarrAte
stethoscope's	hqxaya_gawi_nixAna_yanwra
stethoscopes'	hqxaya_gawi_nixAna_yanwra
stethoscopes	hqxaya_gawi_nixAna_yanwra
stevedored	jZahAjZa_se_mAla_uwArane_caDZAne_vAlA_majZaxUra
stevedore's	jZahAjZa_se_mAla_uwArane_caDZAne_vAlA_majZaxUra
stevedores'	jZahAjZa_se_mAla_uwArane_caDZAne_vAlA_majZaxUra
stevedores	jZahAjZa_se_mAla_uwArane_caDZAne_vAlA_majZaxUra
stevedoring	jZahAjZa_se_mAla_uwArane_caDZAne_vAlA_majZaxUra
stewarded	prabanXaka
stewardess	piracAirakA
stewarding	prabanXaka
stewardship's	prabanXaka_paxa
stewardships'	prabanXaka_paxa
stewardships	prabanXaka_paxa
steward's	prabanXaka
stewards'	prabanXaka
stewards	prabanXaka
steweder	wejZa_kadZavI
stewedest	wejZa_kadZavI
stewing	pareSAna_honA
stew's	pareSAna_honA
stews	pareSAna_honA
sticker's	cipakU
stickers'	cipakU
stickers	cipakU
stickied	umasa
stickier	umasa
stickiest	umasa
stickies	umasa
sticking	CadZI
stickleback's	eka_prakAra_kI_maCalI
sticklebacks'	eka_prakAra_kI_maCalI
sticklebacks	eka_prakAra_kI_maCalI
stick's	CadZI
sticks'	CadZI
sticks	CadZI
stickying	umasa
stied	AzKa_kI_bilanI
sties'	AzKa_kI_bilanI
sties	AzKa_kI_bilanI
stiffened	kadZA_honA
stiffening	kadZA_honA
stiffens	kadZA_honA
stiffer	kaTina
stiffest	kaTina
stiff's	kaTina
stiffs'	kaTina
stiffs	kaTina
stifled	xabAnA
stifle's	xabAnA
stifles'	xabAnA
stifles	xabAnA
stifling	xabAnA
stigma's	kalaMka
stigmas'	kalaMka
stigmas	kalaMka
stigmatised	kalaMka_lagAnA
stigmatise	kalaMka_lagAnA
stigmatises	kalaMka_lagAnA
stigmatising	kalaMka_lagAnA
stigmatized	kalaMka_lagAnA
stigmatizes	kalaMka_lagAnA
stigmatizing	kalaMka_lagAnA
stile's	sIDZI
stiles'	sIDZI
stiles	sIDZI
stilettoes'	lohe_kI_UzcI_edZI
stilettoes	lohe_kI_UzcI_edZI
stiletto's	lohe_kI_UzcI_edZI
stilettos'	lohe_kI_UzcI_edZI
stilettos	lohe_kI_UzcI_edZI
stillborn	mqwaprAya
stilled	SAnwa
stiller	SAnwa
stillest	SAnwa
stilling	SAnwa
still's	SAnwa
stills'	SAnwa
stills	SAnwa
stilteder	ruKAI_se
stiltedest	ruKAI_se
stilting	bAzsa_jisa_para_Gara_sWira_ho
stilt's	bAzsa_jisa_para_Gara_sWira_ho
stilts'	bAzsa_jisa_para_Gara_sWira_ho
stilts	bAzsa_jisa_para_Gara_sWira_ho
stimulanter	uwwejaka
stimulantest	uwwejaka
stimulant's	uwwejaka
stimulants'	uwwejaka
stimulants	uwwejaka
stimulated	uwwejiwa_karanA
stimulates	uwwejiwa_karanA
stimulating	uwwejiwa_karanA
stimulation's	uxxIpana
stimulations'	uxxIpana
stimulations	uxxIpana
stimuli's	uwwejanA
stimuli	uwwejanA
stimulus's	uwwejanA
stingier	kaMjUsa
stingies'	kaMjUsa
stingies	kaMjUsa
stingiest	kaMjUsa
stinging	kAztA
stingray's	eka_viSAla_maCalI
stingrays'	eka_viSAla_maCalI
stingrays	eka_viSAla_maCalI
sting's	kAztA
stings'	kAztA
stings	kAztA
stingy's	kaMjUsa
stinker's	apriya_AxamI
stinkers'	apriya_AxamI
stinkers	apriya_AxamI
stinkinger	burA
stinkingest	burA
stink's	baxabU_mAranA
stinks'	baxabU_mAranA
stinks	baxabU_mAranA
stinted	kaMjUsI_karanA
stinting	kaMjUsI_karanA
stint's	kaMjUsI_karanA
stints'	kaMjUsI_karanA
stints	kaMjUsI_karanA
stipendiarier	vajZIPZA_pAnevAlA
stipendiariest	vajZIPZA_pAnevAlA
stipendiaries'	vajZIPZA_pAnevAlA
stipendiaries	vajZIPZA_pAnevAlA
stipendiary's	vajZIPZA_pAnevAlA
stipend's	vajZIPZA
stipends'	vajZIPZA
stipends	vajZIPZA
stipened	Sarwa
stippled	binxI_binxI_se_banAyA_gayA_ciwra
stipple's	binxI_binxI_se_banAyA_gayA_ciwra
stipples'	binxI_binxI_se_banAyA_gayA_ciwra
stipples	binxI_binxI_se_banAyA_gayA_ciwra
stippling	binxI_binxI_se_banAyA_gayA_ciwra
stipulated	sOxA_waya_karanA
stipulater	sOxA_waya_karanA
stipulates	sOxA_waya_karanA
stipulatest	sOxA_waya_karanA
stipulating	sOxA_waya_karanA
stipulation's	karAra
stipulations'	karAra
stipulations	karAra
stirred	hilA_xenevAlA
stirringer	saxamA_pahuzcAnevAlA
stirringest	saxamA_pahuzcAnevAlA
stirrup's	rakAba
stirrups'	rakAba
stirrups	rakAba
stir's	hilA_xenevAlA
stirs'	hilA_xenevAlA
stirs	hilA_xenevAlA
stitched	sIana
stitches'	sIana
stitches	sIana
stitching	sIana
stitch's	sIana
stoat's	eka_prakAra_kA_jIva
stoats'	eka_prakAra_kA_jIva
stoats	eka_prakAra_kA_jIva
stockaded	lakadZiyoM_kA_GerA
stockade's	lakadZiyoM_kA_GerA
stockades'	lakadZiyoM_kA_GerA
stockades	lakadZiyoM_kA_GerA
stockading	lakadZiyoM_kA_GerA
stockbroker's	Seyara_xalAla
stockbrokers'	Seyara_xalAla
stockbrokers	Seyara_xalAla
stockbroking	Seyara_xalAlI
stocked	paSu_Xana
stocker	paSu_Xana
stockest	paSu_Xana
stockholder's	sAJIxAra
stockholders'	sAJIxAra
stockholders	sAJIxAra
stockier	wagadZA
stockiest	wagadZA
stocking's	mojA
stockings'	mojA
stockings	mojA
stock-in-process	prakriyAgawa_mAla
stock-in-trade	bikrI_mAla
stockman's	jAnavaroM_kI_xeKa-reKa_karanevAlA
stockmen	jAnavaroM_kI_xeKa-reKa_karanevAlA
stockmen's	jAnavaroM_kI_xeKa-reKa_karanevAlA
stockpiled	jamA-pUzjI
stockpile's	jamA-pUzjI
stockpiles'	jamA-pUzjI
stockpiles	jamA-pUzjI
stockpiling	jamA-pUzjI
stock's	paSu_Xana
stocks	paSu_Xana
stodged	GqRta_Bojana
stodge's	GqRta_Bojana
stodges'	GqRta_Bojana
stodges	GqRta_Bojana
stodging	GqRta_Bojana
stoicer	sahanaSIla_vyakwi
stoicest	sahanaSIla_vyakwi
stoicism's	sahanaSIlawA
stoicisms'	sahanaSIlawA
stoicisms	sahanaSIlawA
stoic's	sahanaSIla_vyakwi
stoics'	sahanaSIla_vyakwi
stoics	sahanaSIla_vyakwi
stoked	ukasAnA
stokes	ukasAnA
stoking	ukasAnA
stole's	curAyA
stoles'	curAyA
stoles	curAyA
stolider	saMkocI
stolidest	saMkocI
stomachache	peta_xarxa
stomach-ache's	peta_xarxa
stomach-aches'	peta_xarxa
stomach-aches	peta_xarxa
stomachache's	peta_xarxa
stomachaches'	peta_xarxa
stomachaches	peta_xarxa
stomached	BUKa
stomaches'	BUKa
stomaches	BUKa
stomaching	BUKa
stomach-pump's	paMpa
stomach-pumps'	paMpa
stomach-pumps	paMpa
stomach's	BUKa
stomped	pEra_patakawe_hue_calanA
stomping	pEra_patakawe_hue_calanA
stomp	pEra_patakawe_hue_calanA
stomps	pEra_patakawe_hue_calanA
stoned	rawna
stonegrounder	pawWara_kA_ParSa
stonegroundest	pawWara_kA_ParSa
stonelesser	pawWara_rahiwa
stonelessest	pawWara_rahiwa
stonemason's	saMgawarASa
stonemasons'	saMgawarASa
stonemasons	saMgawarASa
stoner	rawna
stone's	rawna
stones'	rawna
stones	rawna
stonest	rawna
stonewalled	uxAsahInawA_xiKAnA
stonewalling	uxAsahInawA_xiKAnA
stonewalls	uxAsahInawA_xiKAnA
stonewarer	pawWara_ke_pAwra
stoneware's	pawWara_ke_pAwra
stonewares'	pawWara_ke_pAwra
